player_name,r1_ott_mean,r2_ott_mean,r3_ott_mean,r4_ott_mean,tourn_ott_per_round_mean,r1_app_mean,r2_app_mean,r3_app_mean,r4_app_mean,tourn_app_per_round_mean,r1_arg_mean,r2_arg_mean,r3_arg_mean,r4_arg_mean,tourn_arg_per_round_mean,r1_putt_mean,r2_putt_mean,r3_putt_mean,r4_putt_mean,tourn_putt_per_round_mean,r1_total_mean,r2_total_mean,r3_total_mean,r4_total_mean,tourn_total_sg_per_round_mean
"aberg, ludvig",0.6410117949552914,0.6978239212053778,0.6575877598378439,0.6710885174885474,0.6668779983717723,0.4150329792479635,0.4764928432971704,0.4398402021704163,0.45063204660040973,0.4454995178289804,0.40136804012948246,0.44299607283913617,0.4002894021371619,0.41807573894732675,0.4156823135132762,0.46229410744414284,0.4888066183908723,0.46432752998195,0.476392393065524,0.472955162220623,1.9197069217768654,2.1061194557325567,1.9620448941273694,2.0161886961018145,2.0010149919346514
"berger, daniel",0.23995831298004613,0.2761217048183816,0.22041417017310344,0.24313841082321797,0.2449081496986877,0.8741280268835455,0.9140753009051793,0.8635565368558332,0.8805806620629654,0.8830851316768887,-0.459571970111005,-0.44881961874710097,-0.4752884153958283,-0.4605521823619578,-0.4610580466539734,0.020697590055520774,0.02142430552817307,-0.008834687147953735,0.021358397451933093,0.013661401471918296,0.6752119598081116,0.7628016925046347,0.5998476044851525,0.684525287976169,0.6805966361935168
"bhatia, akshay",0.02042303930477698,0.0027749397902679216,-0.013811646917755282,0.011693930023445332,0.005270065550183871,0.798764815892624,0.7951262718273341,0.7763686891565758,0.7950680012982154,0.7913319445436854,-0.05720374709601779,-0.052664713772919494,-0.08417019141954579,-0.0550958095342697,-0.0622836154556887,0.5060332426006748,0.5272282111272095,0.5022274459915361,0.5239293532776373,0.5148545632492603,1.268017350702041,1.2724647089718857,1.1806142968108122,1.2755954750650536,1.2491729578874482
"bradley, keegan",0.28289083496567496,0.22393535533732264,0.23051376237929055,0.24055303383009866,0.24447324662809441,-0.05929326719380505,-0.10871651282529618,-0.10227497659807684,-0.07965653919570259,-0.08748532395322078,0.3525831901437668,0.3272281035326588,0.3052486570071561,0.3230367136776725,0.32702416609031637,0.13967356430021735,0.11066610561436095,0.08424623934562898,0.11575230674116148,0.11258455400034109,0.71585432221585,0.5531130516590483,0.5177336821340024,0.599685515053233,0.5965966427655334
"brennan, michael",0.8160091517021756,0.8637542789724433,0.8216261694555705,0.8358971155265946,0.8343216789141886,0.17474054411143006,0.2294187130929949,0.18703406670965053,0.2171385200201848,0.2020829609835646,-0.44258621915822693,-0.40165258820105476,-0.4353329688715236,-0.41841584953023003,-0.42449690644025495,-0.31087379866669773,-0.2783571139267003,-0.2915783628278435,-0.286287305526972,-0.29177414523705464,0.2372896779886686,0.4131632899376729,0.28174890446586,0.34833248048958476,0.3201335882204466
"bridgeman, jacob",0.11021450100211722,0.17754826606195231,0.11181427353956433,0.13757286987044864,0.1342874776185227,0.15630390472771402,0.23072127060965397,0.16054721754718523,0.18322818313722072,0.18270014400544093,-0.15810449967014498,-0.13027041450984536,-0.1754395811607705,-0.15610626288671148,-0.15498018955686807,0.9213459513538655,0.9722311653660162,0.9270721363404557,0.9375868935806679,0.9395590366602541,1.0297598574135514,1.2502302875277806,1.0239940462664379,1.1022816837016338,1.101566468727351
"burns, sam",0.300668771511322,0.2965115940159475,0.2976764895250454,0.31926780256118376,0.30353116440337513,0.21673750635081257,0.18860481579451938,0.20180623185657204,0.21502287609172668,0.20554285752340704,-0.20343368794886707,-0.20401711305883685,-0.2180460307744876,-0.18703247982990334,-0.2031323279030246,0.8383792314390828,0.839279944403558,0.8435577082065048,0.8466587972252454,0.8419689203185942,1.152351821352354,1.120379241155182,1.1249943988136375,1.1939169960482487,1.1479106143423554
"cabrera, angel",-0.43173714234945365,-0.4967500784215777,-0.49204111059830546,-0.4949421345033788,-0.47886761646818005,-0.35101896183991593,-0.4003755938468523,-0.40358448759089105,-0.40643592858066574,-0.39035374296458014,-0.5067115299136873,-0.5438543205422653,-0.5493334080891809,-0.55776155926385,-0.539415204452239,-0.4002917167368318,-0.43654705031553237,-0.4481418123156646,-0.45898787402238517,-0.43599211334760846,-1.6897593508398976,-1.877527043126225,-1.8931008185940552,-1.9181274963702724,-1.8446286772326126
"campbell, brian",-0.7850060500732529,-0.7691257721987695,-0.8520347745113582,-0.8450284142720422,-0.8127987527638499,-0.4687700896779417,-0.4563347435901886,-0.5466300935726252,-0.5439957155766768,-0.503932660604353,-0.1601689212895167,-0.18469177904060474,-0.2368421399190232,-0.23375233021640376,-0.20386379261638815,0.10455716358604045,0.08776733609456544,0.028332389878605015,0.03629899913514138,0.06423897217358801,-1.3093878974546744,-1.3223849587349952,-1.6071746181243882,-1.5864774609299852,-1.4563562338110103
"cantlay, patrick",0.472754321157402,0.4582960375416426,0.47666609497143514,0.4939613277896496,0.47541944536503455,0.4379774075172664,0.416540303975451,0.43658412545540576,0.4534855641069984,0.4361468502637794,0.23535196362441224,0.2303360635900983,0.2328751215686785,0.2509606315914923,0.23738094509366992,0.23106619377884585,0.2268615057730643,0.22383489084484143,0.24266975007225355,0.23110808511725564,1.3771498860779265,1.3320339108802568,1.3699602328403542,1.441077273560397,1.3800553258397337
"clark, wyndham",-0.08609776276807854,-0.03136244060125292,-0.12143828713149897,-0.09727339502332517,-0.0840429713810394,0.47767481522885413,0.54040212193458,0.45872098366444125,0.4682014422060243,0.48624984075847255,0.23568964319459915,0.24840292955090693,0.1948116409281508,0.2167373419017531,0.22391038889385487,-0.31661615962201645,-0.3269837920766752,-0.3589979346382327,-0.3383824047640555,-0.33524507277524107,0.31065053603335974,0.43045881880756176,0.17309640282285865,0.24928298432039325,0.2908721854960434
"conners, corey",0.3356951594068323,0.38620084999090243,0.3444492110665811,0.37009429335040794,0.3591098784536832,0.821819488221982,0.8777669939032452,0.8385763431277313,0.8608611913644041,0.8497560041543504,-0.01879740745919728,0.020155546169322497,-0.013548104613272355,0.015819975808030018,0.0009075024762206471,-0.12074548990256168,-0.09000105018753003,-0.1143031999049115,-0.08860114715005074,-0.10341272178626432,1.0179717502670578,1.1941223398759548,1.0551742496761347,1.1581743133727935,1.106360663297985
"couples, fred",-0.8307801539600129,-0.8168867511329714,-0.8825379902126774,-0.8865568507847007,-0.8541904365225871,-1.1254449111993927,-1.0984588925982757,-1.1686109306006274,-1.1772719730027101,-1.1424466768502581,0.12043073789426657,0.11448184757698478,0.062301331414264076,0.06655666316617499,0.09094264501292403,-0.07669727631123163,-0.0853556350643056,-0.1289174183563655,-0.13498951026122544,-0.10648995999828256,-1.9124916035763526,-1.8862194312185598,-2.117765007755395,-2.132261670882494,-2.0121844283582004
"day, jason",0.26277757031538374,0.247820801703754,0.25112071368482947,0.2678236707775998,0.2573856891203908,-0.18369535130262674,-0.20435279145095384,-0.2099910727546673,-0.19525325200712662,-0.19832311687884158,0.5383938825217357,0.5501658511773027,0.5319433543701539,0.5449664829515822,0.541367392755194,0.5564927121338326,0.5566368300718532,0.551519854894331,0.566174861442536,0.5577060646356344,1.173968813668323,1.1502706915019587,1.1245928501946472,1.1837117631645888,1.1581360296323797
"dechambeau, bryson",1.265990854675318,1.2518693408037413,1.273666488475744,1.2825881410237137,1.268528706244643,0.11534307787219308,0.11198501377569739,0.13769570867095318,0.15252619996829855,0.12938750007178715,0.2788456123245016,0.2739430808518517,0.28249739137295765,0.3114937641915255,0.28669496218521356,0.33862776544973994,0.3364769231682135,0.34986337585811184,0.3604513308255126,0.3463548488254023,1.998807310321768,1.9742743585995166,2.043722964377758,2.107059436009051,2.030966017327023
"echavarria, nicolas",-0.06909967000610429,-0.11896402693612274,-0.12556745016598575,-0.10417627963273754,-0.1044518566852368,0.20223181335292964,0.1501579138717819,0.1578623640865964,0.17117705996075444,0.17035728781801382,-0.2827522536310652,-0.31534658294361984,-0.3250775699818733,-0.30250902482682007,-0.30642135784584706,0.34733531106797666,0.3232800432259117,0.29956173707015316,0.3180638582952039,0.32206023741481515,0.19771520078372964,0.03912734721794845,0.006779081008886147,0.08255561379640172,0.08154431070174151
"english, harris",0.35749642565957174,0.3948211358659143,0.3758691696335559,0.38348908734863035,0.3779189546269278,-0.016775518447689527,0.01401254250640166,-0.023592931873151902,-0.003943425330903456,-0.007574833286335751,0.024820223554074095,0.055959594087089934,0.026491096267220418,0.04033818550773573,0.03690227485403012,0.7945542504909147,0.8197225588831181,0.7982207363339286,0.8183241895126053,0.8077054338051479,1.1600953812568628,1.2845158313425196,1.1769880703615527,1.238208037038074,1.2149518299997522
"fang, ethan",-0.44040698786412963,-0.40634481288097285,-0.47447316340719764,-0.46256079479124984,-0.445946439735884,-0.3537561562628759,-0.31455500810603354,-0.37969922935621925,-0.377261426693584,-0.3563179551046744,-0.4906346301235723,-0.48827067571047383,-0.5190589618136097,-0.5202308854935705,-0.5045487882853105,-0.386344885955875,-0.3858913883485762,-0.4193237768990738,-0.4201799760025128,-0.40293500680151245,-1.6711426602064343,-1.5950618850460532,-1.792555131476105,-1.7802330829809023,-1.7097481899273739
"fitzpatrick, matt",0.4994667777798105,0.46823927426983813,0.48061773005825054,0.4990996317319172,0.4868558534599573,0.7838278189669378,0.7582795286651707,0.7770420936648926,0.7823908337786417,0.7753850687689114,0.43319788557469663,0.43220090468818845,0.4188268563252248,0.42938386739242485,0.42840237849513646,0.3531789070051816,0.3472136719985888,0.3432223520585786,0.3593979442293879,0.35075321882293314,2.0696713893266474,2.005933379621794,2.0197090321069466,2.070272277132376,2.0413965195469412
"fleetwood, tommy",0.4900590088794713,0.4662018780730933,0.46679925294965663,0.48200423347960464,0.47626609334545034,0.7754167852904457,0.7554549246187918,0.7615350861640591,0.7675493880166628,0.7649890460224862,0.5389642021564727,0.5442355237572648,0.5218105242595207,0.5317894895839849,0.5341999349393088,0.3402672135821283,0.3369827107290907,0.31581773825313897,0.3344695642333096,0.33188430669941815,2.1447072099085185,2.102875037178241,2.0659626016263695,2.1158126753135473,2.10733938100667
"fox, ryan",0.21724971976395258,0.1699292840977891,0.16634197236173529,0.18362529207237163,0.18428656707396163,0.06755926291885465,0.021180724387393633,0.019782513281018283,0.033976493088522186,0.03562474841894703,0.07502311875422317,0.04814548858640961,0.03795521942615051,0.05719234056166915,0.054579041832112325,0.2612571717186792,0.2204457327914561,0.20545685201200994,0.2290322407318544,0.22904799931349962,0.6210892731557113,0.45970122986304907,0.42953655708091254,0.503826366454416,0.5035383566385222
"garcia, sergio",0.4151805941027168,0.46395755449549253,0.4124117837629631,0.4300478383839161,0.4303994426862692,0.06016869796462704,0.1135472675462281,0.06266862762157548,0.07818998825724262,0.07864364534741855,-0.27240574975524523,-0.24798204278692923,-0.2849201522419265,-0.263831411348289,-0.2672848390331016,-0.22220438131850598,-0.2026280647923308,-0.22095068908767168,-0.21734729614168286,-0.21578260783504583,-0.01926083900641301,0.12689471446246225,-0.0307904299450564,0.027059119151185158,0.025975641165544492
"gerard, ryan",0.3401739291736964,0.2816843643343141,0.296038218644207,0.31836115535473264,0.3090644168767378,0.7074945241907313,0.6534395622140956,0.6775944078237239,0.6977764335205636,0.6840762319372692,-0.09667846849156438,-0.1254320989576963,-0.12613567028849657,-0.10254877763980237,-0.11269875384439311,0.009251847589688675,-0.011357356926665467,-0.026075977395242065,-0.0011131116489129335,-0.00732364959528275,0.9602418324625497,0.7983344706640467,0.8214209787841763,0.9124756995865708,0.8731182453743359
"gotterup, chris",0.5720157556574201,0.6239368176630887,0.5908461333371451,0.6099002747241332,0.5991747453454529,0.27294734417334265,0.3336730404477334,0.304566429968432,0.32393285240621417,0.3087799167489301,0.10499598065022826,0.15700970752126522,0.12813402469939833,0.14162168209366902,0.13294034874114058,0.18759641435651392,0.22150897330574873,0.1990528425263147,0.2127977799050213,0.20523900252339686,1.137555494837507,1.336128538937839,1.2225994305313002,1.2882525891290448,1.2461340133589227
"greyserman, max",-0.3203905388402379,-0.3788959006082786,-0.4017897003506412,-0.37414696210801957,-0.36880577547679394,-0.03818800072662383,-0.10565897915423313,-0.11256831138094174,-0.10192347984037346,-0.08958469277554226,0.21203202987163947,0.16021585510415426,0.13480186254197032,0.1610422405466293,0.16702299701609918,0.4567952064717018,0.4251853731643465,0.3770992897322862,0.4003737449747935,0.4148634035857795,0.31024869677647143,0.1008463485059864,-0.002456859457326749,0.08534554357303704,0.12349593234954202
"griffin, ben",-0.12136659357265873,-0.07994153050963532,-0.1271848318890156,-0.10728612151295634,-0.10894476937106651,0.29397362186962933,0.33459702218400367,0.2850937576554233,0.30194759029179374,0.30390299800021514,0.3798411222454175,0.40750369299694494,0.3665017125267263,0.3876017669069976,0.3853620736690227,0.42554675363490246,0.4462150272233348,0.41275380376989645,0.4369159624538401,0.4303578867704986,0.9779949041773052,1.108374211894653,0.9371644420630313,1.0191791981396703,1.0106781890686647
"hall, harry",-0.22651844305998575,-0.19675614594936333,-0.26445468810704253,-0.24866874950250295,-0.2340995066547248,-0.033430295833041954,-0.011001905014792005,-0.06221570295425451,-0.05727619026105126,-0.04098102351578546,0.48347983726135274,0.4964930312065877,0.4394760161567029,0.4544113798063776,0.4684650661077652,0.701106776705211,0.7023291188657331,0.6585759116620562,0.6673163452233832,0.6823320381141116,0.9246378750735412,0.9910640991081692,0.7713815367574635,0.8157827852662155,0.8757165740513473
"harman, brian",-0.011390633932252554,0.024597656440433317,-0.04145814420162393,-0.027889028869053523,-0.014035037640624153,0.16273035246073322,0.19931239086340277,0.1268777020112822,0.15159232996229133,0.16012819382442406,0.27437274324111516,0.2714326731987069,0.24499916868418473,0.2511260689822555,0.2604826635265663,-0.036679337201963105,-0.02970723975834177,-0.06653708930983038,-0.05082012851370127,-0.04593594869595826,0.38903312456763034,0.46563548074419875,0.2638816371840129,0.32400924156179034,0.36063987101440814
"hatton, tyrrell",0.20374576765370533,0.23388004887488445,0.1786658781475512,0.2094272993554642,0.2064297485078987,0.46704191074693363,0.4933062381889918,0.4225306329115791,0.46789627718956,0.4626937647592547,0.19223406899962228,0.19076305558361134,0.15027189468256316,0.17055082918082484,0.17595496211165798,-0.12060489495777159,-0.12071941299670308,-0.15733684369504847,-0.1465486432516531,-0.13630244872529454,0.7424168524424917,0.7972299296507735,0.5941315620466548,0.7013257624742014,0.7087760266535302
"henley, russell",0.3011572649800969,0.279461628471321,0.2844362150221871,0.30069870636788304,0.29143845371037114,0.5182054622123364,0.5053922461446565,0.5212589932218601,0.5296999332048209,0.5186391586959109,0.36678488810855814,0.3692768117079345,0.3560133144252576,0.37314917342349846,0.36630604691630947,0.5126781569122706,0.5210269334528171,0.4999323415676201,0.5238610942603301,0.5143746315482686,1.6988257722132591,1.6751576197767386,1.6616408642369231,1.7274089072565266,1.6907582908708614
"herrington, jackson",-0.6088146466468027,-0.662791146638563,-0.6674456293304121,-0.6745330840841344,-0.6533961266749727,-0.5195914112433606,-0.5718799211181368,-0.5762205450092163,-0.5815778594600862,-0.5623174342076929,-0.6747290953501038,-0.7118315829691898,-0.7296127140864407,-0.7313130674941001,-0.7118716149749595,-0.571931601974689,-0.6068430843607853,-0.636206749751386,-0.6464040394059707,-0.6153463688732115,-2.3750667552149745,-2.553345735086673,-2.609485638177458,-2.633828050444295,-2.54293154473085
"hojgaard, nicolai",0.20845461837231036,0.2951828985222356,0.22034766875032347,0.2354193985717905,0.23985114605416077,0.6901619996444047,0.7760952959114646,0.6946689190909519,0.7121562851975061,0.7182706249610802,-0.0414865891582158,0.002784945415301871,-0.05125320864033359,-0.021116091731432897,-0.02776773602867006,0.32659870533864166,0.38001069540728394,0.31650182775356095,0.34881211893830294,0.3429808368594482,1.1837287341971416,1.4540738352562819,1.1802652069544992,1.2752717109761638,1.2733348718460213
"hojgaard, rasmus",0.19469954868403166,0.15150933328942204,0.15134145041080993,0.15956992120851912,0.16428006339819573,0.25962656243198295,0.21137443591457672,0.2279542286869067,0.2326306906757933,0.23289647942731345,-0.17320116533933136,-0.19703715040345812,-0.20205257027667026,-0.19361945805531228,-0.19147758601869294,0.4999727053551981,0.48444249681415247,0.46570038807329484,0.48867191146701866,0.48469687542740814,0.7810976511318801,0.6502891156146914,0.6429434968943413,0.6872530652960173,0.6903958322342325
"holtz, brandon",-0.8475162860192951,-0.913597502112232,-0.9092585404053941,-0.9261422236012575,-0.8991286380345445,-0.7638800723659711,-0.8145784664720644,-0.8095297886388572,-0.8250277732492998,-0.8032540251815398,-0.9131358900422863,-0.9469046680075279,-0.9688959600214532,-0.981855585884331,-0.9526980259889049,-0.8170268297879921,-0.8486883659873627,-0.863869748223067,-0.8820677843788528,-0.8529131820943188,-3.341559078215538,-3.52376900257919,-3.551554037288779,-3.615093367113737,-3.50799387129931
"homa, max",0.04200549323535733,-0.001909514432924681,-0.02036650423753647,-0.004871414350746091,0.003714515053537483,0.3256896526252653,0.28979897648964814,0.27186922979330064,0.29169604857374676,0.29476347687049126,-0.08018425440622723,-0.10126278501714597,-0.12699488793207556,-0.10702374598243986,-0.1038664183344742,0.12179844605880522,0.08896505491188982,0.06513524677195684,0.09179979036147388,0.09192463452603054,0.4093093375131998,0.2755917319514678,0.18964308439564317,0.2716006786020367,0.28653620811558683
"hovland, viktor",0.031072205964217527,0.011678919067706356,0.012753696098201522,0.032857439728365904,0.02209056521462323,0.8653763944471375,0.8457679801990341,0.8480918551452657,0.8752377164618661,0.8586184865633247,0.2345683788990014,0.23845929074532995,0.21788750500130954,0.24464701596470273,0.2338905476525847,0.22887155467703243,0.23583325571833652,0.20952922713616168,0.2318094996334825,0.22651088429125357,1.3598885339873872,1.3317394457303913,1.28826228338093,1.3845516717884068,1.341110483721779
