player_name,accuracy,course_x,dg_id,distance,gir,great_shots,poor_shots,position,prox_fw,prox_rgh,round,scrambling,sg_app,sg_arg,sg_bs,sg_ott,sg_putt,sg_t2g,sg_total,thru,total,course_name,event_name,last_updated,r1_teetime,course_y,wind_adj1,dew_adj1,pred,teetime_numeric,pos_6_10,sg_total_adj,player_wind_benefit,player_dew_benefit,residual,residual2,weather_signal,residual_w_adj,residual_adj,residual2_adj,ott_adj,putt_adj,tot_resid_adj,sg_adj_r1,total_adjustment,updated_pred,pin_high_adj
"griffin, ben",0.5,SF,24968,282.5,0.78,1.0,2.0,73,23.4,103.82,-1.0,0.67,-0.18,0.64,-0.63,-0.44,-0.43,0.02,-0.41,18.0,-1.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 13:16:00,,1.5010404999999996,0.054686945,1.0894367793651387,1786022160000000000,0.0,-0.5618825082112501,0.09194040285388083,0.05437076517123259,-1.504691939722508,2.264097833465884,0.23665927924194907,-1.741351218964457,-0.0669587913176516,0.03848966316892003,-0.0,-0.0,-0.028469128148731572,-0.0,-0.028469128148731572,1.1080566239546252,0.0470889727382181
"kuchar, matt",0.79,SF,6169,279.2,0.83,1.0,3.0,73,29.53,139.42,-1.0,0.67,-0.28,-0.29,-0.48,-0.21,0.36,-0.77,-0.41,18.0,-1.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 13:16:00,,1.5010404999999996,0.054686945,0.0217921118726255,1786022160000000000,0.0,-0.5618825082112501,0.09194040285388083,0.05437076517123259,-0.4370472722299948,0.19101031816367917,0.23665927924194907,-0.6737065514719438,-0.02272645815595973,-0.0002483134136127829,-0.02625,-0.010799999999999999,-0.022974771569572512,-0.03705,-0.06002477156957251,-0.03204735009942382,0.0061853095975232
"kizzire, patton",0.71,SF,13470,288.8,0.61,3.0,7.0,73,34.97,56.49,-1.0,1.0,-0.41,0.04,-0.26,0.15,-0.19,-0.22,-0.41,18.0,-1.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 13:27:00,,1.5092285333333333,0.0637762999999995,-1.5753594673396931,1786022820000000000,0.0,-0.5618825082112501,0.10012843618721456,0.06346012017123208,1.1773816953156573,1.3862276564643712,0.20176562044486537,0.9756160748707919,0.08065064612912252,-0.006792515516675418,0.0165,0.013300000000000001,0.0738581306124471,0.0298,0.10365813061244711,-1.4953664194708696,-0.0236650827436236
"grillo, emiliano",0.64,SF,12808,295.1,0.83,4.0,1.0,73,31.76,72.02,-1.0,0.4,-0.9,-1.29,0.05,0.94,0.83,-1.24,-0.41,18.0,-1.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 13:38:00,,1.5172323777777774,0.0723217599999994,0.658710223912872,1786023480000000000,0.0,-0.5618825082112501,0.1081322806316587,0.07200558017123199,-1.040138691492464,1.0818884975396552,0.15887545506715964,-1.1990141465596236,-0.05034271266823526,-0.00021637769950793106,0.0,0.0,-0.05055909036774319,0.0,-0.05055909036774319,0.6048667964769684,-0.0032843370681605
"dumont de chassart, adrien",0.64,SF,22002,274.8,0.78,2.0,5.0,73,24.84,48.71,-1.0,0.67,0.61,-0.4,-0.5,-1.12,0.49,-0.9,-0.41,18.0,-1.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 13:49:00,,1.5250520333333333,0.0803233249999999,-0.2777645040403488,1786024140000000000,0.0,-0.5618825082112501,0.11595193618721455,0.08000714517123249,-0.08784274298368681,0.007716347494898059,0.10782463186682358,-0.1956673748505104,-0.004567822635151714,-1.0031251743367476e-05,-0.14,-0.0147,-0.0045778538868950815,-0.1547,-0.15927785388689508,-0.41096231148761536,0.0260800464396285
"shipley, neal",0.64,SF,32055,300.4,0.78,2.0,3.0,73,31.63,57.55,-1.0,0.67,-1.18,-0.55,-0.31,0.87,0.45,-0.86,-0.41,18.0,-1.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 13:49:00,,1.5250520333333333,0.0803233249999999,-0.0622288073245743,1786024140000000000,0.0,-0.5618825082112501,0.11595193618721455,0.08000714517123249,-0.3033784396994613,0.09203847767447969,0.10782463186682358,-0.4112030715662849,-0.01577567886437199,-0.00011965002097682358,0.10875,-0.0135,-0.015895328885348812,0.09525,0.07935467111465119,0.0911873343783122,0.0740614705882353
"svensson, jesper",0.64,SF,26850,303.4,0.78,2.0,3.0,73,28.22,47.68,-1.0,0.8,-0.56,0.38,0.72,1.28,-1.51,1.1,-0.41,18.0,-1.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 14:00:00,,1.5326875000000029,0.0877809950000039,-0.3227584343712011,1786024800000000000,0.0,-0.5618825082112501,0.12358740285388414,0.08746481517123648,-0.027755675986160924,0.0007703775494487502,0.04844899960184905,-0.07620467558800997,-0.001443295151280368,-1.0014908142833753e-06,0.16,0.0453,-0.0014442966420946514,0.2053,0.20385570335790537,-0.10166478983682514,0.0172379411764706
"tosti, alejandro",0.67,SF,17032,297.5,0.75,4.0,5.0,73,27.28,70.15,-1.0,1.0,-2.42,1.41,-2.42,-0.0,0.64,-1.02,-0.38,16.0,-1.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 14:11:00,,1.5399294722222243,0.0947629700000032,-1.399589571466491,1786025460000000000,0.0,-0.5318825082112502,0.1308293750761056,0.09444679017123578,1.0932994083313496,1.1953035962576792,-0.019415592969771897,1.1127150013011216,0.07489100947069746,-0.005856987621662628,-0.0,-0.044800000000000006,0.06903402184903483,-0.044800000000000006,0.024234021849034823,-1.375355549617456,0.0
"crowe, trace",0.77,SF,27780,292.8,0.82,1.0,2.0,73,26.57,41.63,-1.0,0.75,0.34,-0.22,1.44,1.1,-1.54,1.22,-0.32,17.0,-1.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 14:22:00,,1.546526783333335,0.1013510900000025,-0.5510727655900438,1786026120000000000,0.0,-0.4718825082112501,0.1374266861872162,0.10103491017123509,0.31796803356601244,0.10110367036983682,-0.09593329709004778,0.4139013306560602,0.021780810299271855,-0.0004954079848122004,0.12100000000000001,0.1078,0.021285402314459655,0.2288,0.25008540231445964,-0.3009873632755842,0.0
"potgieter, aldrich",0.43,SF,27900,302.0,0.67,5.0,7.0,102,27.41,41.83,0.0,0.4,0.59,-2.97,1.51,0.92,0.05,-1.46,-1.41,18.0,0.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 07:34:00,,1.303255883333333,-0.0506787999999998,-0.254331397133709,1786001640000000000,0.0,-1.56188250821125,-0.10584421381278575,-0.05099497982876721,-1.4640741248903266,2.1435130431733755,-0.07919622202263421,-1.3848779028676925,-0.07613185449429698,-0.002786566956125388,0.115,-0.0015,-0.07891842145042237,0.1135,0.034581578549577635,-0.27910011270177837,-0.059350294117647
"simpson, webb",0.86,SF,11049,294.3,0.89,3.0,5.0,102,24.74,32.72,0.0,0.25,0.85,-1.4,2.48,1.64,-2.49,1.08,-1.41,18.0,0.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 07:34:00,,1.303255883333333,-0.0506787999999998,-0.3683044865517149,1786001640000000000,0.0,-1.56188250821125,-0.10584421381278575,-0.05099497982876721,-1.3501010354723206,1.8227728059834323,-0.07919622202263421,-1.2709048134496865,-0.07020525384456067,-0.002369604647778462,0.205,0.0747,-0.07257485849233913,0.2797,0.20712514150766087,-0.22794140386758333,-0.0667620588235293
"campbell, brian",0.71,SF,18628,280.0,0.83,1.0,4.0,102,25.72,38.98,0.0,0.33,1.32,-0.47,1.81,0.49,-2.74,1.33,-1.41,18.0,0.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 07:45:00,,1.3118206666666663,-0.0521468049999997,-0.6689804559129459,1786002300000000000,0.0,-1.56188250821125,-0.09727943047945242,-0.05246298482876711,-1.0423282877777562,1.0864482595017089,-0.14092845622982103,-0.9013998315479352,-0.07139948771277631,-0.005323596471558373,0.053899999999999997,0.19180000000000003,-0.07672308418433468,0.24570000000000003,0.16897691581566535,-0.5427475702093253,-0.0427440301120447
"bradley, keegan",0.79,SF,13872,292.1,0.72,2.0,6.0,102,24.91,53.01,0.0,0.43,0.68,-1.59,1.65,0.97,-1.47,0.06,-1.41,18.0,0.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 07:56:00,,1.3201091666666669,-0.0535960550000003,0.7267765232202551,1786002960000000000,0.0,-1.56188250821125,-0.08899093047945184,-0.05391223482876771,-2.4312460169109573,5.910957194745395,-0.19013279838148117,-2.241113218529476,-0.11767230721849033,-0.001182191438949079,0.0,-0.0,-0.11885449865743941,0.0,-0.11885449865743941,0.5496376874946551,-0.0582843370681605
"poston, j.t.",0.79,SF,21554,290.7,0.89,1.0,6.0,102,17.24,60.19,0.0,0.33,2.62,-0.28,3.55,0.93,-4.68,3.27,-1.41,18.0,0.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 08:07:00,,1.3280894166666666,-0.0550167849999998,0.6913933556368387,1786003620000000000,0.0,-1.56188250821125,-0.08101068047945215,-0.055332964828767206,-2.3893033293275407,5.708770399535671,-0.22761350787143786,-2.161689821456103,-0.11564228113945296,-0.0011417540799071341,0.0,-0.0,-0.1167840352193601,0.0,-0.1167840352193601,0.5713249833493181,-0.0032843370681605
"garnett, brice",0.64,SF,11451,275.6,0.56,4.0,5.0,102,35.58,50.76,0.0,0.62,-2.14,0.06,-2.84,-0.7,1.37,-2.78,-1.41,18.0,0.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 08:29:00,,1.3426989444444444,-0.0576424849999992,-0.6033440046562503,1786004940000000000,0.0,-1.56188250821125,-0.06640115270167435,-0.05795866482876661,-1.0825821412566734,1.171984092567884,-0.2706210664415304,-0.811961074815143,-0.07415687667608213,-0.005742722053582631,-0.077,-0.09590000000000001,-0.07989959872966476,-0.1729,-0.25279959872966473,-0.9141507913926966,-0.0580071880067816
"rodgers, patrick",0.64,SF,16283,292.7,0.61,2.0,6.0,102,32.88,83.63,0.0,0.71,-3.37,0.77,-3.7,-0.33,1.52,-2.93,-1.41,18.0,0.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 12:32:00,,1.4679915333333329,0.0161000049999995,-0.5351833142623529,1786019520000000000,0.0,-1.56188250821125,0.05889143618721415,0.01578382517123209,-0.9517077527616835,0.9057476466666937,0.29955187346422507,-1.2512596262259086,-0.06519198106417533,-0.004438163468666799,-0.0363,-0.10640000000000001,-0.06963014453284212,-0.1427,-0.2123301445328421,-0.6452574889072399,0.1022559698879552
"pavon, matthieu",0.5,SF,19960,293.6,0.61,3.0,8.0,102,23.24,69.51,0.0,0.67,-0.91,0.53,-0.59,0.31,-1.35,-0.06,-1.41,18.0,0.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 12:32:00,,1.4679915333333329,0.0161000049999995,-0.3786164944322855,1786019520000000000,0.0,-1.56188250821125,0.05889143618721415,0.01578382517123209,-1.1082745725917507,1.2282725282534277,0.29955187346422507,-1.4078264460559757,-0.05763027777477103,-0.0015967542867294559,0.03875,0.0405,-0.05922703206150049,0.07925,0.02002296793849951,-0.38598058531731533,-0.0273870588235293
"pan, c.t.",0.86,SF,15475,287.2,0.72,2.0,5.0,102,31.18,108.78,0.0,0.8,-1.7,0.72,-0.6,1.1,-1.53,0.12,-1.41,18.0,0.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 13:27:00,,1.5092285333333333,0.0637762999999995,-0.8484496480905884,1786022820000000000,0.0,-1.56188250821125,0.10012843618721456,0.06346012017123208,-0.5495281239334475,0.30198115899381445,0.20176562044486537,-0.7512937443783129,-0.03764267648944116,-0.0014797076790696907,0.12100000000000001,0.10710000000000001,-0.039122384168510854,0.22810000000000002,0.18897761583148917,-0.7384660623711439,-0.0789940301120447
"finau, tony",0.5,SF,11676,295.7,0.78,5.0,4.0,111,25.13,82.07,1.0,0.75,-0.19,-0.06,0.52,0.71,-2.87,0.46,-2.41,18.0,1.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 07:23:00,,1.2944148166666662,-0.0491920399999994,-0.2475119036640593,1786000980000000000,0.0,-2.56188250821125,-0.11468528047945248,-0.04950821982876681,-2.4782479250266425,6.141712777898859,-0.004131836366098651,-2.4741160886605438,-0.1288688921013854,-0.007984226611268517,0.08875,0.0861,-0.13685311871265393,0.17485,0.037996881287346074,-0.21327708120024255,-0.0037620588235293
"young, cameron",0.79,SF,26651,294.2,0.83,5.0,5.0,111,16.86,40.02,1.0,0.67,2.42,0.15,2.21,-0.21,-4.77,2.36,-2.41,18.0,1.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 07:45:00,,1.3118206666666663,-0.0521468049999997,1.566896454072097,1786002300000000000,0.0,-2.56188250821125,-0.09727943047945242,-0.05246298482876711,-4.278205197762799,18.30303971416463,-0.14092845622982103,-4.137276741532978,-0.19038013130044454,0.3111516751407987,-0.0,-0.0,0.12077154384035418,-0.0,0.12077154384035418,1.5376679979124515,-0.15
"griffin, lanto",0.57,SF,15330,276.5,0.67,1.0,3.0,111,26.75,75.5,1.0,0.88,-1.03,0.57,-1.53,-0.5,-1.45,-0.96,-2.41,18.0,1.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 08:18:00,,1.3356244166666666,-0.0563671449999998,-0.6396664596131632,1786004280000000000,0.0,-2.56188250821125,-0.07347568047945208,-0.05668332482876721,-2.052058874077539,4.210945622680377,-0.2541748440935133,-1.7978840299840257,-0.14056603287431144,-0.02063363355113385,-0.055,0.1015,-0.16119966642544528,0.04650000000000001,-0.11469966642544527,-0.6158601561506533,0.1385059698879552
"mcgirt, william",0.71,SF,12477,280.0,0.72,2.0,5.0,111,27.65,70.18,1.0,0.17,-0.4,-0.3,-0.64,-0.24,-1.46,-0.95,-2.41,18.0,1.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 12:10:00,,1.4528964166666662,-0.0011921050000005,-2.173584572068457,1786018200000000000,0.0,-2.56188250821125,0.04379631952054752,-0.0015082848287679119,-0.34569372162224615,0.11950414916903902,0.2872870633838421,-0.6329807850060882,-0.023680019931123862,-0.0005855703309282912,-0.0264,0.10220000000000001,-0.024265590262052154,0.0758,0.05153440973794785,-2.0325883100896127,0.0894618522408964
"wallace, matt",0.79,SF,20706,292.2,0.89,1.0,6.0,111,24.21,91.96,1.0,0.0,1.14,-0.12,1.57,0.43,-3.86,1.45,-2.41,18.0,1.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 12:21:00,,1.4603058333333327,0.0072476449999994,0.6021251272802979,1786018860000000000,0.0,-2.56188250821125,0.051205736187214024,0.006931465171231988,-3.105554254304335,9.644467226427755,0.29692526798832025,-3.4024795222926554,-0.1503088259083298,-0.0019288934452855512,0.0,-0.0,-0.15223771935361535,0.0,-0.15223771935361535,0.446603070858522,-0.0032843370681605
"day, jason",0.71,SF,9771,296.0,0.72,2.0,5.0,111,25.65,88.51,1.0,0.67,-1.75,0.89,-1.07,0.68,-2.23,-0.18,-2.41,18.0,1.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 13:05:00,,1.492668277777777,0.0450536949999997,-0.0386657253754064,1786021500000000000,0.0,-2.56188250821125,0.08356818063165838,0.04473751517123229,-2.3945949072041857,5.734084769608223,0.2637205827004187,-2.6583154899046044,-0.12451893517461765,-0.007454310200490689,0.085,0.0669,-0.13197324537510835,0.1519,0.019926754624891657,0.007341075689113758,0.0260800464396285
"dunlap, nick",0.64,SF,28270,287.5,0.78,2.0,5.0,111,21.85,66.75,1.0,0.33,0.93,0.14,0.47,-0.46,-3.01,0.6,-2.41,18.0,1.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 13:27:00,,1.5092285333333333,0.0637762999999995,-0.9401306543125276,1786022820000000000,0.0,-2.56188250821125,0.10012843618721456,0.06346012017123208,-1.4578471177115084,2.1253182186197526,0.20176562044486537,-1.659612738156374,-0.09986252756323834,-0.010414059271236788,-0.0506,0.2107,-0.11027658683447512,0.1601,0.04982341316552487,-0.8796302186274686,0.0106770225195342
"hubbard, mark",0.64,SF,16333,291.3,0.56,5.0,8.0,111,30.34,55.53,1.0,0.62,-0.85,-0.19,-1.13,-0.27,-1.09,-1.32,-2.41,18.0,1.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 13:27:00,,1.5092285333333333,0.0637762999999995,-0.0988275879551379,1786022820000000000,0.0,-2.56188250821125,0.10012843618721456,0.06346012017123208,-2.2991501840688984,5.286091568904049,0.20176562044486537,-2.5009158045137636,-0.11955580957158271,-0.006871919039575264,-0.03375,0.0327,-0.12642772861115797,-0.0010500000000000023,-0.12747772861115797,-0.2300673753898252,-0.0037620588235293
"li, haotong",0.36,SF,15310,299.1,0.67,4.0,5.0,111,21.17,58.19,1.0,0.33,-0.06,-2.38,0.03,0.09,-0.06,-2.35,-2.41,18.0,1.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 13:49:00,,1.5250520333333333,0.0803233249999999,-0.431937015841895,1786024140000000000,0.0,-2.56188250821125,0.11595193618721455,0.08000714517123249,-1.9336702311821405,3.739080562959993,0.10782463186682358,-2.041494863048964,-0.10055085202147131,-0.00486080473184799,0.01125,0.0018,-0.1054116567533193,0.013049999999999999,-0.09236165675331931,-0.5391783784775672,-0.0148797058823529
"ewart, a.j.",0.23,SF,21883,286.0,0.65,3.0,5.0,111,23.34,63.29,1.0,0.5,-0.02,-0.79,-2.2,-2.17,0.45,-2.98,-2.53,17.0,1.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 14:00:00,,1.5326875000000029,0.0877809950000039,0.0044535051097548,1786024800000000000,0.0,-2.68188250821125,0.12358740285388414,0.08746481517123648,-2.4749676154671167,6.125464697610986,0.04844899960184905,-2.5234166150689656,-0.12869831600429008,-0.007963104106894282,-0.27125,-0.0135,-0.13666142011118435,-0.28475,-0.4214114201111844,-0.4169579150014296,0.0
"kang, jeffrey",0.46,SF,21889,296.2,0.65,0.0,5.0,111,22.36,57.32,1.0,0.75,-0.41,0.29,-1.56,-1.15,-1.05,-1.27,-2.32,17.0,1.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 14:11:00,,1.5399294722222243,0.0947629700000032,-0.946256727752373,1786025460000000000,0.0,-2.47188250821125,0.1308293750761056,0.09444679017123578,-1.300033435382768,1.6900869331131219,-0.019415592969771897,-1.2806178424129961,-0.08905229032371961,-0.008281425972254296,-0.1265,0.07350000000000001,-0.09733371629597391,-0.05299999999999999,-0.15033371629597392,-1.096590444048347,0.0
"stevens, samuel",0.5,SF,25569,290.6,0.72,2.0,7.0,122,23.14,60.66,2.0,0.33,-0.06,-0.42,-1.88,-1.82,-1.11,-2.3,-3.41,18.0,2.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 07:12:00,,1.2852974666666663,-0.0476865249999995,-0.1204368879078744,1786000320000000000,0.0,-3.56188250821125,-0.12380263047945239,-0.04800270482876691,-3.6129347757828274,13.053297694060909,0.0850689601336087,-3.698003735916436,-0.18787260834070701,-0.01696928700227918,-0.2275,0.0333,-0.2048418953429862,-0.1942,-0.3990418953429862,-0.44764084207439003,0.0718379411764706
"schenk, adam",0.43,SF,19477,291.3,0.5,3.0,6.0,122,32.17,59.8,2.0,0.62,-2.11,0.35,-2.91,-0.8,-0.85,-2.56,-3.41,18.0,2.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 07:23:00,,1.2944148166666662,-0.0491920399999994,-1.0806924465143335,1786000980000000000,0.0,-3.56188250821125,-0.11468528047945248,-0.04950821982876681,-2.645067382176369,6.996381456253348,-0.004131836366098651,-2.64093554581027,-0.18118711567908127,-0.034282269135641405,-0.08800000000000001,0.059500000000000004,-0.21546938481472266,-0.028500000000000004,-0.24396938481472266,-1.3311558614411008,-0.0064940301120447
"fisk, steven",0.57,SF,26657,309.1,0.67,3.0,6.0,122,22.69,60.83,2.0,0.6,0.04,-0.4,-0.89,-0.93,-2.12,-1.29,-3.41,18.0,2.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 07:23:00,,1.2944148166666662,-0.0491920399999994,-0.079219413036545,1786000980000000000,0.0,-3.56188250821125,-0.11468528047945248,-0.04950821982876681,-3.646540415654157,13.297257002999194,-0.004131836366098651,-3.6424085792880585,-0.18962010161401616,-0.017286434103898952,-0.11625,0.0636,-0.20690653571791512,-0.05265,-0.25955653571791515,-0.32363800757798955,0.0151379411764706
"davis, cameron",0.21,SF,17786,272.6,0.67,1.0,4.0,122,42.21,45.49,2.0,0.75,-0.62,0.97,-3.74,-3.13,-0.64,-2.77,-3.41,18.0,2.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 07:56:00,,1.3201091666666669,-0.0535960550000003,-1.1917819673396932,1786002960000000000,0.0,-3.56188250821125,-0.08899093047945184,-0.05391223482876771,-2.512687526351009,6.313598605079953,-0.19013279838148117,-2.322554727969528,-0.17211909555504415,-0.03093663316489177,-0.3443,0.044800000000000006,-0.2030557287199359,-0.2995,-0.5025557287199359,-1.5443376960596291,0.15
"wise, aaron",0.71,SF,22051,282.9,0.78,4.0,6.0,122,21.34,76.56,2.0,0.25,2.32,1.0,1.05,-1.27,-5.47,2.06,-3.41,18.0,2.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 08:07:00,,1.3280894166666666,-0.0550167849999998,-0.5290054114227587,1786003620000000000,0.0,-3.56188250821125,-0.08101068047945215,-0.055332964828767206,-3.1689045622679433,10.041956124762585,-0.22761350787143786,-2.9412910543965056,-0.21706996251535413,-0.049205585011336664,-0.1397,0.3829,-0.2662755475266908,0.24320000000000003,-0.023075547526690776,-0.6673249890614943,-0.1152440301120447
"rozo, marcelo",0.43,SF,16591,296.5,0.56,3.0,4.0,122,24.23,76.86,2.0,0.38,-0.8,-0.02,-2.47,-1.67,-0.92,-2.49,-3.41,18.0,2.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 08:29:00,,1.3426989444444444,-0.0576424849999992,-1.280961381465248,1786004940000000000,0.0,-3.56188250821125,-0.06640115270167435,-0.05795866482876661,-2.404964764447676,5.783855518234866,-0.2706210664415304,-2.1343436980061457,-0.1647400863646658,-0.02834089203935084,-0.1837,0.06440000000000001,-0.19308097840401664,-0.11929999999999999,-0.31238097840401663,-1.5483232320865725,0.0450191277826921
"sargent, gordon",0.5,SF,30814,300.6,0.61,4.0,9.0,122,33.07,43.94,2.0,0.22,-0.03,-1.7,0.04,0.07,-1.74,-1.67,-3.41,18.0,2.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 08:40:00,,1.3493130000000002,-0.0588428049999996,-0.7698224783463107,1786005600000000000,0.0,-3.56188250821125,-0.05978709714611852,-0.05915898482876701,-2.9106899320110573,8.472115880310533,-0.27775643430931213,-2.632933497701745,-0.19938226034275744,-0.04151336781352161,0.007700000000000001,0.1218,-0.24089562815627905,0.1295,-0.11139562815627904,-0.8361989787198976,0.0450191277826921
"jaeger, stephan",0.36,SF,16394,297.2,0.61,2.0,5.0,122,25.67,68.4,2.0,0.7,-1.54,-1.22,-4.97,-3.43,2.79,-6.2,-3.41,18.0,2.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 12:43:00,,1.475953516666666,0.0253649749999993,-0.0191619491992824,1786020180000000000,0.0,-3.56188250821125,0.06685341952054724,0.02504879517123189,-3.4505021644914216,11.905965187159985,0.29500272856954857,-3.74550489306097,-0.17942611255355392,-0.015477754743307981,-0.42875,-0.0837,-0.1949038672968619,-0.5124500000000001,-0.707353867296862,-0.6735778753196738,0.0529379411764706
"blanchet, chandler",0.71,SF,24956,289.8,0.72,2.0,6.0,122,32.21,92.72,2.0,0.4,-0.85,-0.71,0.05,0.9,-2.75,-0.66,-3.41,18.0,2.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 13:49:00,,1.5250520333333333,0.0803233249999999,-0.1480557500312368,1786024140000000000,0.0,-3.56188250821125,0.11595193618721455,0.08000714517123249,-3.2175514969927987,10.3526376358006,0.10782463186682358,-3.3253761288596224,-0.16731267784362552,-0.013458428926540778,0.1125,0.08249999999999999,-0.1807711067701663,0.195,0.0142288932298337,-0.11658891562493251,0.0172379411764706
"brown, blades",0.69,SF,32152,272.3,0.71,1.0,6.0,122,29.54,34.19,2.0,0.33,-0.7,-0.95,-1.77,-1.06,-0.81,-2.72,-3.53,17.0,2.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 14:00:00,,1.5326875000000029,0.0877809950000039,0.4201678091790387,1786024800000000000,0.0,-3.68188250821125,0.12358740285388414,0.08746481517123648,-3.8906819195364006,15.137405799007452,0.04844899960184905,-3.9391309191382495,-0.20231545981589283,-0.019678627538709685,-0.1325,0.024300000000000002,-0.22199408735460252,-0.1082,-0.33019408735460254,0.08997372182443614,0.0
"stanger, jimmy",0.58,SF,23048,291.7,0.56,2.0,3.0,122,29.49,66.62,2.0,0.29,-1.77,-1.85,-2.08,-0.31,0.56,-3.94,-3.38,16.0,2.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 14:11:00,,1.5399294722222243,0.0947629700000032,-0.9003127061048048,1786025460000000000,0.0,-3.53188250821125,0.1308293750761056,0.09444679017123578,-2.4059774570303363,5.788727523738164,-0.019415592969771897,-2.3865618640605644,-0.16480945580657805,-0.028364764866317,-0.0341,-0.039200000000000006,-0.19317422067289505,-0.0733,-0.26647422067289506,-1.1667869267777,0.0
"lebioda, hank",0.43,SF,21943,284.7,0.67,2.0,7.0,133,32.63,59.62,3.0,0.57,-1.86,0.2,-2.32,-0.46,-2.29,-2.12,-4.41,18.0,3.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 07:01:00,,1.275903833333333,-0.0461622549999998,-0.380346021946951,1785999660000000000,0.0,-4.561882508211251,-0.1331962638127857,-0.04647843482876721,-4.360895005077085,19.017405245306268,0.18921042687031048,-4.5501054319473955,-0.2267665402640084,-0.024722626818898148,-0.0575,0.0687,-0.25148916708290653,0.011199999999999995,-0.24028916708290654,-0.582397247853387,0.0382379411764706
