player_name,accuracy,course_x,dg_id,distance,gir,great_shots,poor_shots,position,prox_fw,prox_rgh,round,scrambling,sg_app,sg_arg,sg_bs,sg_ott,sg_putt,sg_t2g,sg_total,thru,total,course_name,event_name,last_updated,r1_teetime,course_y,wind_adj1,dew_adj1,pred,teetime_numeric,pos_6_10,sg_total_adj,player_wind_benefit,player_dew_benefit,residual,residual2,weather_signal,residual_w_adj,residual_adj,residual2_adj,ott_adj,putt_adj,tot_resid_adj,sg_adj_r1,total_adjustment,updated_pred,pin_high_adj
"penge, marco",0.5,SF,22465,305.5,0.72,2.0,7.0,133,35.51,48.78,3.0,0.5,-0.98,-0.91,-2.07,-1.09,-1.43,-2.98,-4.41,18.0,3.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 08:29:00,,1.3426989444444444,-0.0576424849999992,0.1921065955137341,1786004940000000000,0.0,-4.561882508211251,-0.06640115270167435,-0.05795866482876661,-4.878032741426658,23.795203426430476,-0.2706210664415304,-4.607411674985127,-0.2536577025541862,-0.03093376445435962,-0.13625,0.042899999999999994,-0.2845914670085458,-0.09335000000000002,-0.3779414670085458,-0.10559693031834111,0.0802379411764706
"wu, dylan",0.43,SF,25002,280.0,0.61,5.0,7.0,133,34.98,73.14,3.0,0.0,-0.46,-1.27,-1.95,-1.49,-1.19,-3.22,-4.41,18.0,3.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 12:10:00,,1.4528964166666662,-0.0011921050000005,-0.7059317007966988,1786018200000000000,0.0,-4.561882508211251,0.04379631952054752,-0.0015082848287679119,-3.813346592894005,14.541612237536317,0.2872870633838421,-4.100633656277847,-0.26121424161323936,-0.07125389996392795,-0.1639,0.0833,-0.3324681415771673,-0.08059999999999999,-0.4130681415771673,-1.073980714591174,0.0450191277826921
"straka, sepp",0.79,SF,17511,282.3,0.61,0.0,7.0,133,31.5,69.73,3.0,0.5,-1.55,-0.03,-2.37,-0.82,-2.01,-2.4,-4.41,18.0,3.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 13:16:00,,1.5010404999999996,0.054686945,-0.0262151990688553,1786022160000000000,0.0,-4.561882508211251,0.09194040285388083,0.05437076517123259,-4.389039961288514,19.26367178178748,0.23665927924194907,-4.625699240530463,-0.22823007798700273,-0.02504277331632372,-0.1025,0.06029999999999999,-0.25327285130332644,-0.0422,-0.29547285130332646,-0.26875010919571113,0.0529379411764706
"hisatsune, ryo",0.43,SF,22760,285.4,0.61,7.0,7.0,133,37.0,54.24,3.0,0.43,-2.14,0.54,-4.19,-2.05,-0.76,-3.65,-4.41,18.0,3.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 13:27:00,,1.5092285333333333,0.0637762999999995,0.5153093261693581,1786022820000000000,0.0,-4.561882508211251,0.10012843618721456,0.06346012017123208,-4.913287098193394,24.140390109273664,0.20176562044486537,-5.1150527186382595,-0.23780309555256027,-0.004828078021854733,-0.0,-0.0,-0.242631173574415,-0.0,-0.242631173574415,0.3739160937714137,0.1012379411764706
"rodriguez, lorenzo",0.42,SF,30043173,286.4,0.62,1.0,4.0,133,25.35,66.96,3.0,0.29,-0.71,-0.1,-1.62,-0.91,-2.66,-1.72,-4.38,16.0,3.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 14:11:00,,1.5399294722222243,0.0947629700000032,-2.949309186101654,1786025460000000000,0.0,-4.53188250821125,0.1308293750761056,0.09444679017123578,-1.3569809770334875,1.8413973720307584,-0.019415592969771897,-1.3375653840637156,-0.09295319692679391,-0.009022847122950716,-0.10010000000000001,0.18620000000000003,-0.10197604404974463,0.08610000000000002,-0.015876044049744603,-2.965185230151399,0.0
"list, luke",0.43,SF,7960,279.8,0.5,3.0,8.0,139,46.98,71.07,4.0,0.56,-2.77,0.77,-3.9,-1.13,-2.28,-3.13,-5.41,18.0,4.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 07:01:00,,1.275903833333333,-0.0461622549999998,-0.981744087943922,1785999660000000000,0.0,-5.561882508211251,-0.1331962638127857,-0.04647843482876721,-4.759496939080114,22.65281111311297,0.18921042687031048,-4.948707365950424,-0.32602554032698783,-0.11099877445425356,-0.1243,0.1596,-0.4370243147812414,0.0353,-0.4017243147812414,-1.2449624328372082,0.1385059698879552
"english, harris",0.5,SF,14577,293.7,0.56,2.0,7.0,139,30.41,66.7,4.0,0.56,-3.48,2.03,-3.95,-0.47,-3.49,-1.92,-5.41,18.0,4.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 07:23:00,,1.2944148166666662,-0.0491920399999994,0.9299482935721972,1786000980000000000,0.0,-5.561882508211251,-0.11468528047945248,-0.04950821982876681,-6.6557081222629,44.29845060875634,-0.004131836366098651,-6.651576285896802,-0.32213627311752435,-0.008859690121751269,-0.0,-0.0,-0.3309959632392756,-0.0,-0.3309959632392756,0.630076390790438,0.0311240604575164
"lipsky, david",0.57,SF,15980,287.0,0.56,5.0,6.0,139,29.36,91.76,4.0,0.5,-3.39,-1.15,-6.2,-2.81,1.94,-7.35,-5.41,18.0,4.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 08:29:00,,1.3426989444444444,-0.0576424849999992,-0.0892352575999815,1786004940000000000,0.0,-5.561882508211251,-0.06640115270167435,-0.05795866482876661,-5.596690888312942,31.32294889932511,-0.2706210664415304,-5.326069821871411,-0.29102792619227297,-0.04071983356912264,-0.35125,-0.058199999999999995,-0.3317477597613956,-0.40945,-0.7411977597613956,-0.7207950761849065,0.1096379411764706
"riley, davis",0.79,SF,19872,293.3,0.78,0.0,5.0,139,30.55,64.35,4.0,0.4,-1.38,-0.9,-2.05,-0.67,-2.46,-2.95,-5.41,18.0,4.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 12:54:00,,1.484191783333333,0.0350425549999995,-0.658958318676135,1786020840000000000,0.0,-5.561882508211251,0.07509168618721418,0.034726375171232095,-4.7927899483479015,22.97083548898468,0.2831136820622825,-5.075903630410184,-0.32830611146183125,-0.11255709389602493,-0.0737,0.17220000000000002,-0.44086320535785617,0.09850000000000002,-0.34236320535785614,-0.9563023962512991,0.0450191277826921
"lamprecht, christo",0.5,SF,24343,287.8,0.56,3.0,8.0,139,37.14,69.86,4.0,0.33,-3.82,-0.97,-4.67,-0.85,0.23,-5.64,-5.41,18.0,4.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 13:49:00,,1.5250520333333333,0.0803233249999999,-1.933861915180609,1786024140000000000,0.0,-5.561882508211251,0.11595193618721455,0.08000714517123249,-3.4317453318434272,11.776876022629155,0.10782463186682358,-3.539569963710251,-0.2350745552312748,-0.05770669251088286,-0.0935,-0.016100000000000003,-0.29278124774215764,-0.1096,-0.40238124774215767,-2.2912240351400746,0.0450191277826921
"hrabak, cooper",0.46,SF,35195,281.8,0.47,1.0,4.0,144,34.11,81.45,5.0,0.5,-2.74,-0.41,-3.51,-0.77,-2.4,-3.92,-6.32,17.0,5.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 14:22:00,,1.546526783333335,0.1013510900000025,-3.289309186101654,1786026120000000000,0.0,-6.471882508211251,0.1374266861872162,0.10103491017123509,-2.943795545922378,8.665932216192433,-0.09593329709004778,-2.8478622488323304,-0.20164999489568292,-0.042463067859342916,-0.0847,0.168,-0.24411306275502584,0.08330000000000001,-0.16081306275502583,-3.4501222488566796,0.0
"huskey, keenan",0.43,SF,26597,299.7,0.67,2.0,11.0,145,33.05,67.19,6.0,0.29,-3.19,1.49,-6.44,-3.26,-2.46,-4.95,-7.41,18.0,6.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 08:40:00,,1.3493130000000002,-0.0588428049999996,-2.0123532485777327,1786005600000000000,0.0,-7.561882508211251,-0.05978709714611852,-0.05915898482876701,-5.668159161779636,32.128028283266424,-0.27775643430931213,-5.390402727470324,-0.3882689025819051,-0.15742733858800548,-0.3586,0.17220000000000002,-0.5,-0.18639999999999995,-0.6863999999999999,-2.5487532485777327,0.15
"whaley, vince",0.29,SF,25908,288.0,0.56,1.0,8.0,146,32.16,51.34,7.0,0.62,-1.45,0.22,-7.58,-6.13,-1.04,-7.37,-8.41,18.0,7.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 12:21:00,,1.4603058333333327,0.0072476449999994,-0.6862114577909196,1786018860000000000,0.0,-8.56188250821125,0.051205736187214024,0.006931465171231988,-7.817217669233116,61.108892088170435,0.29692526798832025,-8.114142937221436,-0.5354794103424685,-0.2994335712320351,-0.6743,0.0728,-0.5,-0.6015,-1.1015000000000001,-1.716526916474393,0.0711845413165266
