player_name,accuracy,course_x,dg_id,distance,gir,great_shots,poor_shots,position,prox_fw,prox_rgh,round,scrambling,sg_app,sg_arg,sg_bs,sg_ott,sg_putt,sg_t2g,sg_total,thru,total,course_name,event_name,last_updated,r2_teetime_x,course_y,great_shots_r1,poor_shots_r1,sg_app_r1,sg_arg_r1,sg_ott_r1,sg_putt_r1,sg_app_avg,sg_arg_avg,sg_ott_avg,sg_putt_avg,sg_app_delta,great_shots_avg,r2_teetime_y,wind_adj2,dew_adj2,updated_pred,sg_total_adj,player_wind_benefit,player_dew_benefit,residual,residual2,residual3,weather_signal,residual_w_adj,residual_adj,residual2_adj,residual3_adj,avg_ott_adj,avg_putt_adj,avg_app_adj,avg_arg_adj,delta_app_adj,tot_resid_adj,tot_sg_adj,total_adjustment,Score,updated_pred_r3
"kanaya, takumi",0.57,CC,19729,286.2,0.78,2.0,4.0,65,29.48,28.6,-1.0,0.8,0.23,0.63,-0.43,-0.67,0.33,0.2,0.53,18.0,-2.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 07:00,,1.0,2.0,-0.61,0.89,0.34,-0.85,-0.19,0.76,-0.165,-0.26,0.84,1.5,2026-05-29 07:00,0.3925999999999991,0.0187631414141415,-0.2234556986842258,0.5044179048335672,-0.08092546666666739,0.018705325811965982,0.6656534626630916,0.44309453235536383,0.2949474097494312,0.0,0.6656534626630916,0.04013890379858442,-0.00044309453235536384,0.0004424211146241468,-0.02739,-0.0,-0.00285,-0.0456,0.00336,0.0401382303808532,-0.07248,-0.0323417696191468,70.0,-0.2557974683033726
"power, seamus",0.71,CC,10104,281.6,0.61,2.0,3.0,65,27.66,65.81,-1.0,0.71,-0.06,-0.08,-0.22,-0.17,0.84,-0.3,0.53,18.0,-2.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 07:22,,2.0,1.0,0.06,0.64,0.85,-1.79,0.0,0.28,0.33999999999999997,-0.47500000000000003,-0.12,2.0,2026-05-29 07:22,0.4153465333333324,0.0084876747474744,0.1528505571936367,0.5044179048335672,-0.058178933333334126,0.008429859145298884,0.3018182734518952,0.09109427018948299,0.027493915349950205,0.0,0.3018182734518952,0.01819964188914928,-9.109427018948299e-05,4.1240873024925306e-05,0.05644,-0.0,0.0,-0.016800000000000002,-0.00048,0.018149788491984724,0.03915999999999999,0.05730978849198472,70.0,0.21016034568562142
"glover, lucas",0.71,CC,7399,278.4,0.83,6.0,4.0,65,23.0,34.45,-2.0,1.0,1.57,0.84,1.88,0.31,-1.19,2.72,1.53,18.0,-2.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 07:44,,1.0,3.0,0.13,-0.44,0.76,-1.69,0.8500000000000001,0.19999999999999998,0.535,-1.44,1.44,3.5,2026-05-29 07:44,0.4378134222222216,-0.0004541030303031,0.1122836478806596,1.5044179048335673,-0.035712044444444924,-0.0005119186324786169,1.355910293875984,1.8384927250388572,2.4928312110962954,0.0,1.355910293875984,0.08176139072072183,-0.0018384927250388572,0.003739246816644443,0.08881000000000001,-0.0,0.012750000000000001,-0.011999999999999999,0.0057599999999999995,0.08366214481232742,0.09532000000000002,0.1789821448123274,69.0,0.291265792692987
"snedeker, brandt",0.57,CC,8820,275.2,0.78,2.0,2.0,65,22.24,49.51,-2.0,0.8,2.7,-0.12,2.27,-0.43,-0.62,2.15,1.53,18.0,-2.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 07:55,,3.0,4.0,2.44,-0.98,-0.37,-2.33,2.5700000000000003,-0.55,-0.4,-1.475,0.26000000000000023,2.5,2026-05-29 07:55,0.4489419999999993,-0.0044248585858586,-0.0486067319666685,1.5044179048335673,-0.02458346666666722,-0.004482674188034117,1.5239584959455343,2.322449497364575,3.5393166429131804,0.0,1.5239584959455343,0.09189469730551572,-0.002322449497364575,0.005308974964369771,-0.0664,-0.0,0.03855,0.033,0.001040000000000001,0.09488122277252092,0.006190000000000003,0.10107122277252092,69.0,0.05246449080585242
"stevens, samuel",0.5,CC,25569,294.9,0.83,4.0,5.0,65,29.46,31.85,0.0,0.4,1.47,-1.84,1.39,-0.09,-0.01,-0.45,-0.47,18.0,-2.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 08:17,,2.0,3.0,0.88,0.87,-1.47,0.49,1.175,-0.48500000000000004,-0.78,0.24,0.59,3.0,2026-05-29 08:17,0.4703607999999994,-0.0113661030303031,0.3199486585676825,-0.4955820951664328,-0.003164666666667093,-0.011423918632478616,-0.830119339033261,0.6890981170370181,-0.5720336734438342,0.0,-0.830119339033261,-0.050056196143705635,-0.0006890981170370181,-0.0008580505101657513,-0.12948,0.0,0.017625,0.0291,0.00236,-0.0516033447709084,-0.08039500000000001,-0.1319983447709084,71.0,0.1879503137967741
"rodgers, patrick",0.64,CC,16283,295.5,0.61,1.0,2.0,65,40.09,39.78,-1.0,0.86,-2.91,-0.29,-2.09,0.82,2.92,-2.38,0.53,18.0,-2.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 08:17,,5.0,1.0,-0.43,0.02,-0.39,0.56,-1.6700000000000002,-0.13499999999999998,0.21499999999999997,1.74,-2.48,3.0,2026-05-29 08:17,0.4703607999999994,-0.0113661030303031,0.2275856564302779,0.5044179048335672,-0.003164666666667093,-0.011423918632478616,0.2622436631041436,0.06877173883827957,0.018034952710991935,0.0,0.2622436631041436,0.01581329288517986,-6.877173883827957e-05,2.7052429066487903e-05,0.03569,0.0,-0.025050000000000003,0.008099999999999998,-0.00992,0.015771573575408065,0.008819999999999993,0.02459157357540806,70.0,0.2521772300056859
"keefer, johnny",0.71,CC,32457,303.5,0.83,3.0,4.0,65,23.8,14.48,-3.0,0.5,2.53,-1.16,2.66,0.14,1.03,1.51,2.53,18.0,-2.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 08:17,,2.0,2.0,-3.01,-1.02,1.66,0.13,-0.24,-1.0899999999999999,0.8999999999999999,0.5800000000000001,5.539999999999999,2.5,2026-05-29 08:17,0.4703607999999994,-0.0113661030303031,0.1085804619264611,2.504417904833567,-0.003164666666667093,-0.011423918632478616,2.38124885760796,5.670346121859215,13.50250522491898,0.0,2.38124885760796,0.14358930611375997,-0.005670346121859215,0.020253757837378473,0.1494,0.0,-0.0036,0.06539999999999999,0.022159999999999996,0.15817271782927925,0.23335999999999998,0.3915327178292793,68.0,0.5001131797557404
"griffin, lanto",0.57,CC,15330,284.6,0.72,5.0,2.0,65,26.13,37.32,-3.0,0.8,-0.29,2.68,-1.18,-0.89,1.03,1.5,2.53,18.0,-2.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 11:51,,1.0,5.0,-1.58,-0.34,-1.04,0.72,-0.935,1.1700000000000002,-0.9650000000000001,0.875,1.29,3.0,2026-05-29 11:51,0.5330433333333336,-0.0028955252525251,-0.5837080803636152,2.504417904833567,0.05951786666666714,-0.002953340854700617,3.1446905110091485,9.88907841003098,31.09809103864986,0.0,3.1446905110091485,0.18962483781385164,-0.00988907841003098,0.04664713655797479,-0.16019000000000003,0.0,-0.014025000000000001,-0.07020000000000001,0.0051600000000000005,0.22638289596179545,-0.23925500000000005,-0.012872104038204591,68.0,-0.5965801844018198
"coody, pierceson",0.86,CC,28309,300.4,0.78,5.0,5.0,65,27.02,49.91,-3.0,0.71,1.37,-0.57,3.26,1.89,-0.15,2.69,2.53,18.0,-2.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 13:08,,2.0,7.0,-2.08,-1.4,-0.82,2.07,-0.355,-0.9849999999999999,0.5349999999999999,0.96,3.45,3.5,2026-05-29 13:08,0.4712494222222225,0.0066965636363633,0.6868955102121088,2.504417904833567,-0.002276044444444014,0.006638748034187783,1.8218850982112018,3.3192653110840404,6.047320007273383,0.0,1.8218850982112018,0.10985967142213547,-0.0033192653110840405,0.009070980010910074,0.08880999999999999,0.0,-0.005325,0.05909999999999999,0.013800000000000002,0.1156113861219615,0.156385,0.2719963861219615,68.0,0.9588918963340702
"suber, jackson",0.64,CC,29279,297.8,0.61,4.0,7.0,65,25.13,40.12,-1.0,0.8,2.46,-0.12,1.73,-0.73,-1.07,1.6,0.53,18.0,-2.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 13:19,,3.0,6.0,-1.22,-0.57,-0.28,1.84,0.62,-0.345,-0.505,0.385,3.6799999999999997,3.5,2026-05-29 13:19,0.4612330666666669,0.0074088747474747,-0.023947542959035,0.5044179048335672,-0.012292399999999593,0.007351059145299183,0.5234241069379018,0.27397279572374,0.1434039659269788,0.0,0.5234241069379018,0.031562473648355474,-0.00027397279572374003,0.0002151059488904682,-0.08383,0.0,0.0093,0.020699999999999996,0.014719999999999999,0.0315036068015222,-0.039110000000000006,-0.007606393198477805,70.0,-0.031553936157512806
"pavon, matthieu",0.71,CC,19960,291.4,0.89,2.0,3.0,76,24.14,43.5,-2.0,0.25,1.78,-0.54,2.38,0.6,-0.31,1.84,1.53,18.0,-1.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 07:00,,1.0,3.0,-0.25,-0.22,0.18,-1.94,0.765,-0.38,0.39,-1.125,2.0300000000000002,1.5,2026-05-29 07:00,0.3925999999999991,0.0187631414141415,-0.3051179838750655,1.5044179048335673,-0.08092546666666739,0.018705325811965982,1.7473157478539314,3.0531123226983437,5.33475124141771,0.0,1.7473157478539314,0.10536313959559206,-0.003053112322698344,0.008002126862126565,0.06474,-0.0,0.011474999999999999,0.0228,0.00812,0.11031215413502027,0.10713500000000001,0.21744715413502028,69.0,-0.08767082974004523
"ventura, kristoffer",0.71,CC,15651,297.6,0.78,3.0,6.0,76,31.64,36.72,0.0,0.25,0.05,-0.54,-0.24,-0.29,0.31,-0.78,-0.47,18.0,-1.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 08:39,,3.0,5.0,-1.09,0.18,-0.17,0.85,-0.52,-0.18000000000000002,-0.22999999999999998,0.58,1.1400000000000001,3.0,2026-05-29 08:39,0.489332133333333,-0.0169736585858586,-0.1702994757834625,-0.4955820951664328,0.01580666666666647,-0.017031474188034117,-0.326507426904338,0.10660709982369161,-0.034808009853167454,0.0,-0.326507426904338,-0.01968839784233158,-0.00010660709982369161,-5.221201477975118e-05,-0.03818,0.0,-0.0078,0.0108,0.004560000000000001,-0.01984721695693502,-0.030619999999999994,-0.05046721695693502,71.0,-0.2207666927403975
"rozo, marcelo",0.71,CC,16591,284.8,0.44,3.0,3.0,76,29.37,33.36,-1.0,0.8,-1.28,1.32,-1.06,0.22,0.28,0.25,0.53,18.0,-1.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 08:50,,3.0,5.0,1.84,-0.62,0.35,-2.81,0.28,0.35000000000000003,0.285,-1.2650000000000001,-3.12,3.0,2026-05-29 08:50,0.4978739999999997,-0.0192773030303028,-0.8040849875135482,0.5044179048335672,0.0243485333333332,-0.019335118632478318,1.31351630704797,1.7253250888809373,2.2662426392040995,0.0,1.31351630704797,0.0792050333149926,-0.0017253250888809373,0.0033993639588061494,0.04731,-0.0,0.004200000000000001,-0.021,-0.012480000000000002,0.0808790721849178,0.018029999999999994,0.09890907218491779,70.0,-0.7051759153286303
"kisner, kevin",0.57,CC,11328,275.0,0.61,0.0,4.0,76,30.01,108.61,2.0,0.86,-2.25,0.32,-3.62,-1.36,0.83,-3.3,-2.47,18.0,-1.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 11:40,,4.0,3.0,-0.4,2.89,-1.28,0.56,-1.325,1.605,-1.32,0.6950000000000001,-1.85,2.0,2026-05-29 11:40,0.5384773333333336,-0.0047141919191919,-1.1543227508723268,-2.495582095166433,0.06495186666666708,-0.004772007521367417,-1.2810794851488068,1.641164647269132,-2.1024623613679623,0.0,-1.2810794851488068,-0.07724909295447305,-0.001641164647269132,-0.0031536935420519436,-0.21912,0.0,-0.019875,-0.0963,-0.0074,-0.08204395114379412,-0.342695,-0.4247389511437941,73.0,-1.579061702016121
"blair, zac",0.71,CC,17639,279.9,0.67,4.0,5.0,76,29.44,56.24,-2.0,0.5,1.36,0.24,1.46,0.1,-0.16,1.69,1.53,18.0,-1.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 11:40,,1.0,4.0,-0.51,-0.81,0.03,-0.95,0.42500000000000004,-0.28500000000000003,0.065,-0.5549999999999999,1.87,2.5,2026-05-29 11:40,0.5384773333333336,-0.0047141919191919,-0.1302531044857526,1.5044179048335673,0.06495186666666708,-0.004772007521367417,1.6948508684646195,2.872519466335275,4.868492112199866,0.0,1.6948508684646195,0.10219950736841656,-0.002872519466335275,0.007302738168299799,0.010790000000000001,-0.0,0.0063750000000000005,0.0171,0.0074800000000000005,0.10662972607038107,0.041745000000000004,0.14837472607038105,69.0,0.018121621584628433
"ramey, chad",0.57,CC,19840,288.6,0.61,2.0,5.0,76,33.76,39.08,0.0,0.7,-1.3,0.25,-1.03,0.27,0.31,-0.78,-0.47,18.0,-1.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 12:02,,4.0,6.0,-1.72,1.63,-1.15,1.0,-1.51,0.94,-0.43999999999999995,0.655,0.41999999999999993,3.0,2026-05-29 12:02,0.5262868000000003,-0.0010782363636363,-0.0474745597529281,-0.4955820951664328,0.05276133333333377,-0.0011360519658118171,-0.39648225404598275,0.1571981777733832,-0.06232628785551208,0.0,-0.39648225404598275,-0.02390787991897276,-0.00015719817777338322,-9.348943178326812e-05,-0.07304,0.0,-0.02265,-0.05639999999999999,0.0016799999999999999,-0.02415856752852941,-0.15041000000000002,-0.17456856752852942,71.0,-0.22204312728145753
"yellamaraju, sudarshan",0.86,CC,29925,285.9,0.67,4.0,4.0,76,30.66,32.95,-2.0,0.57,0.11,-0.08,1.44,1.33,0.17,1.36,1.53,18.0,-1.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 12:02,,2.0,3.0,-3.4,0.04,0.06,1.06,-1.645,-0.02,0.6950000000000001,0.615,3.51,3.0,2026-05-29 12:02,0.5262868000000003,-0.0010782363636363,0.0882355947508886,1.5044179048335673,0.05276133333333377,-0.0011360519658118171,1.4678075914502005,2.1544591255188386,3.1623314599057117,0.0,1.4678075914502005,0.08850879776444709,-0.0021544591255188384,0.004743497189858567,0.11537000000000001,0.0,-0.024675,0.0012,0.014039999999999999,0.09109783582878682,0.10593500000000002,0.19703283582878683,69.0,0.28526843057967544
"mouw, william",0.71,CC,29770,289.8,0.5,3.0,2.0,76,23.76,67.2,-2.0,0.89,0.03,0.45,0.51,0.48,0.57,0.96,1.53,18.0,-1.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 12:46,,1.0,5.0,0.09,-0.98,-0.77,-0.58,0.06,-0.265,-0.14500000000000002,-0.0050000000000000044,-0.06,2.0,2026-05-29 12:46,0.4919286666666669,0.0047718080808079,-0.192567197920867,1.5044179048335673,0.018403200000000397,0.004713992478632383,1.7201022952330671,2.9587519060660656,5.089355944649451,0.0,1.7201022952330671,0.10372216840255395,-0.002958751906066066,0.007634033916974177,-0.024070000000000005,-0.0,0.0009,0.0159,-0.00024,0.10839745041346206,-0.007510000000000004,0.10088745041346205,69.0,-0.09167974750740494
"vanderlaan, john",0.57,CC,25319,295.9,0.56,3.0,6.0,76,29.11,49.08,1.0,0.62,-0.3,-1.16,-0.76,-0.45,0.45,-1.91,-1.47,18.0,-1.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 13:19,,3.0,6.0,0.04,0.05,0.88,-0.21,-0.13,-0.5549999999999999,0.215,0.12000000000000001,-0.33999999999999997,3.0,2026-05-29 13:19,0.4612330666666669,0.0074088747474747,-0.3134649389895694,-1.4955820951664327,-0.012292399999999593,0.007351059145299183,-1.1870584970315636,1.4091078753748347,-1.6726934766977912,0.0,-1.1870584970315636,-0.07157962737100329,-0.0014091078753748348,-0.0025090402150466868,0.03569,0.0,-0.00195,0.033299999999999996,-0.0013599999999999999,-0.07549777546142482,0.06568,-0.009817775461424823,72.0,-0.3232827144509942
"villegas, camilo",0.21,CC,9171,279.0,0.5,2.0,3.0,85,30.97,46.74,1.0,0.7,-1.3,0.84,-3.04,-1.73,0.73,-2.19,-1.47,18.0,0.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 07:11,,2.0,2.0,-0.9,-0.01,0.64,0.04,-1.1,0.415,-0.5449999999999999,0.385,-0.4,2.0,2026-05-29 07:11,0.4040082222222213,0.013458696969697,-0.8199601017120215,-1.4955820951664327,-0.06951724444444518,0.013400881367521484,-0.7317383565313349,0.535441022419179,-0.39180273376446767,0.0,-0.7317383565313349,-0.044123822898839496,-0.000535441022419179,-0.0005877041006467016,-0.09047,0.0,-0.0165,-0.0249,-0.0016,-0.04524696802190538,-0.13346999999999998,-0.17871696802190537,72.0,-0.9986770697339269
"hossler, beau",0.71,CC,15470,287.9,0.5,5.0,4.0,85,35.03,42.57,1.0,0.69,-1.99,-0.44,-1.4,0.59,0.37,-1.84,-1.47,18.0,0.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 07:11,,3.0,6.0,-1.09,1.14,0.3,-0.59,-1.54,0.35,0.44499999999999995,-0.10999999999999999,-0.8999999999999999,4.0,2026-05-29 07:11,0.4040082222222213,0.013458696969697,0.2442112900180642,-1.4955820951664327,-0.06951724444444518,0.013400881367521484,-1.7959097482614206,3.225291823900399,-5.792333027530583,0.0,-1.7959097482614206,-0.10829335782016367,-0.0032252918239003988,-0.008688499541295875,0.07386999999999999,-0.0,-0.0231,-0.020999999999999998,-0.0036,-0.12020714918535993,0.026169999999999995,-0.09403714918535995,72.0,0.15017414083270425
"kohles, ben",0.57,CC,16395,269.7,0.72,0.0,2.0,85,22.37,57.39,1.0,0.17,2.24,-0.87,1.62,-0.62,-2.22,0.75,-1.47,18.0,0.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 07:22,,4.0,2.0,0.85,0.91,-1.05,-0.95,1.5450000000000002,0.020000000000000018,-0.835,-1.585,1.3900000000000001,2.0,2026-05-29 07:22,0.4153465333333324,0.0084876747474744,-0.326190315478119,-1.4955820951664327,-0.058178933333334126,0.008429859145298884,-1.219140853876349,1.4863044215903536,-1.8120144416578567,0.0,-1.219140853876349,-0.07351419348874384,-0.0014863044215903537,-0.002718021662486785,-0.13861,-0.0,0.023175,-0.001200000000000001,0.005560000000000001,-0.07771851957282098,-0.11107500000000002,-0.188793519572821,72.0,-0.51498383505094
"finau, tony",0.36,CC,11676,304.1,0.5,4.0,2.0,85,22.98,40.5,0.0,0.62,-0.04,-0.96,-0.44,-0.4,0.93,-1.4,-0.47,18.0,0.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 07:55,,1.0,3.0,-1.05,0.27,1.17,-1.62,-0.545,-0.345,0.38499999999999995,-0.34500000000000003,1.01,2.5,2026-05-29 07:55,0.4489419999999993,-0.0044248585858586,0.4207900970823378,-0.4955820951664328,-0.02458346666666722,-0.004482674188034117,-0.945438333103472,0.8938536417014717,-0.8450834970487076,0.0,-0.945438333103472,-0.057009931486139365,-0.0008938536417014718,-0.0012676252455730613,0.06391,-0.0,-0.008175,0.020699999999999996,0.00404,-0.0591714103734139,0.08047499999999999,0.021303589626586093,71.0,0.44209368670892385
"mitchell, keith",0.5,CC,17365,304.9,0.61,5.0,3.0,85,28.61,36.59,-1.0,0.57,2.25,-0.84,2.4,0.15,-1.03,1.56,0.53,18.0,0.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 08:17,,3.0,3.0,-0.61,-1.11,1.0,-1.51,0.8200000000000001,-0.9750000000000001,0.575,-1.27,2.86,4.0,2026-05-29 08:17,0.4703607999999994,-0.0113661030303031,0.6037606325785211,0.5044179048335672,-0.003164666666667093,-0.011423918632478616,-0.1139313130440996,0.01298034409195262,-0.0014788676461603828,0.0,-0.1139313130440996,-0.0068700581765592066,-1.2980344091952622e-05,-2.2183014692405744e-06,0.09545,-0.0,0.0123,0.0585,0.01144,-0.0068852568221204,0.17769000000000001,0.1708047431778796,70.0,0.7745653757564007
"nyholm, pontus",0.57,CC,25475,305.4,0.72,2.0,4.0,85,36.48,57.17,0.0,0.67,-2.66,-0.01,-1.56,1.09,1.11,-1.57,-0.47,18.0,0.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 08:28,,2.0,4.0,-2.2,1.63,-0.96,0.3,-2.43,0.8099999999999999,0.06500000000000006,0.7050000000000001,-0.45999999999999996,2.0,2026-05-29 08:28,0.4801610666666662,-0.014336591919192,-0.6634871490402657,-0.4955820951664328,0.006635599999999686,-0.014394407521367517,0.1601462463524651,0.025646820220784444,0.004107241989235129,0.0,0.1601462463524651,0.009656818655053646,-2.5646820220784445e-05,6.1608629838526935e-06,0.01079000000000001,0.0,-0.03645,-0.0486,-0.0018399999999999998,0.009637332697816714,-0.07609999999999999,-0.06646266730218327,71.0,-0.729949816342449
"walker, danny",0.5,CC,25003,296.5,0.61,2.0,3.0,85,21.41,36.64,0.0,0.67,1.17,-0.17,0.81,-0.35,-1.11,0.64,-0.47,18.0,0.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 11:51,,2.0,3.0,-0.72,0.42,0.77,-1.71,0.22499999999999998,0.12499999999999999,0.21000000000000002,-1.4100000000000001,1.89,2.0,2026-05-29 11:51,0.5330433333333336,-0.0028955252525251,-0.6559703371318687,-0.4955820951664328,0.05951786666666714,-0.002953340854700617,0.2169527677774024,0.0470685034462755,0.010211642097809673,0.0,0.2169527677774024,0.013082251896977365,-4.7068503446275503e-05,1.531746314671451e-05,0.03486,-0.0,0.0033749999999999995,-0.007499999999999999,0.00756,0.013050500856677805,0.038295,0.05134550085667781,71.0,-0.6046248362751909
"davis, cameron",0.71,CC,17786,299.5,0.56,2.0,3.0,85,31.85,63.75,-2.0,0.78,-0.07,0.68,0.62,0.69,0.24,1.3,1.53,18.0,0.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 12:24,,1.0,6.0,-1.92,0.35,-1.16,-0.5,-0.995,0.515,-0.235,-0.13,1.8499999999999999,1.5,2026-05-29 12:24,0.5103661333333337,0.0021802080808082,-1.4332971215593495,1.5044179048335673,0.03684066666666719,0.002122392478632683,2.976678085538217,8.860612424923465,26.37519082971732,0.0,2.976678085538217,0.1794936885579545,-0.008860612424923465,0.03956278624457598,-0.03901,-0.0,-0.014924999999999999,-0.0309,0.0073999999999999995,0.210195862377607,-0.07743499999999999,0.132760862377607,69.0,-1.3005362591817424
"svensson, adam",0.71,CC,13997,277.6,0.67,3.0,2.0,85,25.56,42.71,0.0,0.8,-0.37,-0.35,-0.26,0.11,0.15,-0.61,-0.47,18.0,0.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 12:57,,2.0,2.0,1.78,-1.15,-0.16,-1.71,0.7050000000000001,-0.75,-0.025,-0.78,-2.15,2.5,2026-05-29 12:57,0.4817661333333338,0.0058175414141412,-0.1092428284552182,-0.4955820951664328,0.008240666666667285,0.005759725811965683,-0.3723388742325816,0.13863623726478622,-0.05161966051101158,0.0,-0.3723388742325816,-0.02245203411622467,-0.00013863623726478622,-7.742949076651737e-05,-0.00415,-0.0,0.010575000000000001,0.045,-0.0086,-0.022668099844255975,0.042825,0.020156900155744024,71.0,-0.08908592829947418
"ryder, sam",0.79,CC,16715,283.4,0.78,3.0,4.0,85,23.84,26.88,1.0,0.33,1.31,-1.02,1.05,-0.27,-1.49,0.03,-1.47,18.0,0.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 12:57,,4.0,3.0,0.98,-0.38,-3.68,2.84,1.145,-0.7,-1.975,0.6749999999999999,0.33000000000000007,3.5,2026-05-29 12:57,0.4817661333333338,0.0058175414141412,-0.4467440162414778,-1.4955820951664327,0.008240666666667285,0.005759725811965683,-1.034837686446322,1.0708890372895763,-1.1081963337894742,0.0,-1.034837686446322,-0.062400712492713215,-0.0010708890372895764,-0.0016622945006842115,-0.32785000000000003,0.0,0.017175,0.041999999999999996,0.0013200000000000002,-0.065133896030687,-0.26735500000000006,-0.3324888960306871,72.0,-0.7792329122721648
"shipley, neal",0.71,CC,32055,302.5,0.61,2.0,5.0,85,21.28,31.7,-1.0,0.7,0.58,0.01,1.9,1.32,-1.38,1.91,0.53,18.0,0.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 13:19,,3.0,6.0,-0.12,-0.92,0.57,-1.77,0.22999999999999998,-0.455,0.9450000000000001,-1.575,0.7,2.5,2026-05-29 13:19,0.4612330666666669,0.0074088747474747,-0.2119956040277373,0.5044179048335672,-0.012292399999999593,0.007351059145299183,0.7114721680066041,0.5061926458480175,0.3601419791704881,0.0,0.7114721680066041,0.042901771730798226,-0.0005061926458480175,0.0005402129687557322,0.15687,-0.0,0.0034499999999999995,0.0273,0.0028,0.04293579205370594,0.19042,0.23335579205370596,70.0,0.021360188025968674
"dumont de chassart, adrien",0.5,CC,22002,302.5,0.61,3.0,7.0,85,27.65,75.46,4.0,0.57,-3.14,-0.91,-3.29,-0.15,-0.27,-4.19,-4.47,18.0,0.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 13:30,,5.0,2.0,-3.18,3.87,0.08,2.0,-3.16,1.48,-0.034999999999999996,0.865,0.040000000000000036,4.0,2026-05-29 13:30,0.4517760000000003,0.0079544747474746,0.1546021413157741,-4.495582095166433,-0.021749466666666217,0.007896659145299082,-4.664037044003574,21.753241547837593,-101.45792440627217,0.0,-4.664037044003574,-0.2812414337534155,-0.021753241547837594,-0.15218688660940827,-0.00581,0.0,-0.0474,-0.08879999999999999,0.00016000000000000015,-0.45518156191066134,-0.14184999999999998,-0.5970315619106613,75.0,-0.4424294205948872
"dou, zecheng",0.71,CC,16757,286.6,0.61,5.0,6.0,97,33.46,48.75,-2.0,0.62,0.78,1.09,1.3,0.52,-0.85,2.39,1.53,18.0,1.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 08:28,,1.0,4.0,-3.05,-0.84,-0.14,-0.21,-1.1349999999999998,0.12500000000000006,0.19,-0.53,3.83,3.0,2026-05-29 08:28,0.4801610666666662,-0.014336591919192,-0.3522417762414778,1.5044179048335673,0.006635599999999686,-0.014394407521367517,1.8489008735536772,3.4184344402275504,6.320346422722693,0.0,1.8489008735536772,0.11148872267528673,-0.0034184344402275503,0.00948051963408404,0.03154,-0.0,-0.017024999999999995,-0.007500000000000003,0.01532,0.11755080786914322,0.022335,0.13988580786914323,69.0,-0.21235596837233456
