player_name,updated_pred_r3,updated_pred_r4
"rose, justin",0.5053279248184727,0.2736071179908661
"dahmen, joel",-0.2840380045329661,-0.16659505247100023
"hisatsune, ryo",-0.3613802224962827,-0.48592619573775814
"kim, si woo",1.7309278710512173,1.7231536401862872
"mcgreevy, max",0.392316989867902,-0.1972497668735811
"jaeger, stephan",-0.223053822306944,-0.006253632391776093
"mcnealy, maverick",1.4519373132266762,1.3861833248129798
"power, seamus",-0.041842006595527,-0.15583395606386902
"li, haotong",0.3678452968868991,0.3096389082646774
"knapp, jake",1.102824685685535,1.1826468913194874
"matsuyama, hideki",1.5314962868960786,1.7068542806610618
"lipsky, david",-0.5101587625739531,-0.6462095186752044
"ventura, kristoffer",0.507972536204782,0.65244446338079
"schenk, adam",-0.7270115430030095,-0.6398380882587906
"mitchell, keith",0.6934825615484663,0.7854771101680265
"coody, pierceson",0.9387648076385188,0.9527363247898888
"mccarty, matt",0.803191799245921,0.7856950580640617
"cole, eric",0.0464255545301811,-0.01867031575947098
"thorbjornsen, michael",0.8069474742873028,0.6193602082836953
"brown, dan",-0.0495974832533345,-0.08407963559375739
"gotterup, chris",1.0994724549609376,1.1263071140774132
"novak, andrew",0.3512003004338139,0.19194919032221114
"gerard, ryan",0.956331264302448,0.878389480388404
"lower, justin",-0.8339318269222488,-0.7736152462430165
"theegala, sahith",0.5196258671695335,0.26517879855448395
"english, harris",1.1117842719252158,1.2047378417441819
"parry, john",0.4035118838940694,0.5353367529080547
"hojgaard, nicolai",1.0175574568388253,1.165318473537305
"day, jason",1.1556444758970663,1.4304766689231085
"finau, tony",0.0768093102121278,0.2874501446085196
"bezuidenhout, christiaan",0.5676470828117912,0.706803756365813
"schmid, matthias",-0.1253291538837594,-0.09807365697942518
"young, cameron",1.4059408972398817,1.504972631988814
"ramey, chad",-0.5308553813986145,-0.5483660560391083
"vilips, karl",-0.1571076008088654,-0.2086608168924312
"stevens, samuel",1.2515956893123432,1.2242838283504758
"vanderlaan, john",-0.4928852022780734,-0.5904841104313677
"davis, cameron",-1.030711029096817,-0.8231612663257751
"hughes, mackenzie",0.2056929616036942,0.24355971279744143
"pavon, matthieu",-0.2795956808612038,-0.20909139592064477
"meissner, mac",0.9030618465240338,0.7375798978243114
"salinda, isaiah",-0.0802117456540927,-0.37192984484073444
"hojgaard, rasmus",1.209627504710402,1.0048076520104792
"mccarthy, denny",0.6770149354954188,0.6947819687067551
"moore, taylor",0.028140866693954,-0.016733132019918412
"clark, wyndham",1.00027122442446,0.985219719232912
"scott, adam",1.4111682631460454,1.3497474383572727
"keefer, johnny",0.9067098476060572,0.9098232322635915
"kim, s.h.",0.405229014031921,0.3309861588706211
"bradley, keegan",1.3753403025108246,1.3117479276823423
"thompson, davis",0.6351926831428916,0.6937552649718488
"ghim, doug",0.6541279908133281,0.39632494096545046
"ryder, sam",0.0462752038022387,0.1883973211937322
"eckroat, austin",0.5417411094070244,0.4221057261280988
"dou, zecheng",0.2818366005701825,0.09052911564872801
"walker, danny",-0.2263181973011492,-0.5664526867893804
"yellamaraju, sudarshan",0.322932309548865,-0.09755425768433496
"rodgers, patrick",1.0328273798450975,0.9689435559263664
"bauchou, zach",-0.0221898565148431,-0.3071537239347616
"neergaard-petersen, rasmus",0.8522680506742826,0.8193269082588317
"castillo, ricky",0.4254954640765805,0.4283371749130368
"reitan, kristoffer",0.2798214248829507,0.3122529838996342
"ewart, a.j.",-0.7013324659340225,-0.7786277694703579
"grillo, emiliano",0.0234345937178288,0.0603592117662618
"hubbard, mark",-0.3443086300670269,-0.223312940070657
"hoey, rico",0.5784398002871742,0.6498017343959872
"koepka, brooks",0.2451016941750373,0.1491564523510876
"hoge, tom",0.3072447618045177,0.1857924742942194
"hirata, kensei",-0.6139125880757788,-0.7874981656590176
"nakajima, keita",0.3456327313394736,0.2458614973259815
"rozo, marcelo",-1.1180452190688028,-1.0356587120014729
"gonzalez, emilio",-0.4585494868034808,-0.7064676957432816
"kim, tom",-0.0693519118014701,0.01616172222384668
"suber, jackson",0.2243888666421096,0.130661412798905
