,sg_ott,sg_app,sg_arg,sg_putt
sg_ott,1.0,0.07134298813323084,0.008302338647564684,0.001987640818743453
sg_app,0.07134298813323084,1.0,0.009095109278749932,0.016238644110123907
sg_arg,0.008302338647564684,0.009095109278749932,1.0,0.0173945659035061
sg_putt,0.001987640818743453,0.016238644110123907,0.0173945659035061,1.0
