player_name,category_clean,mean,std,skew,excess_kurtosis,n,n_eff,distribution_source,category_profile_shrinkage_adjustment,category_profile_shrinkage_factor,course_history_category_signal,course_history_category_raw_adjustment,course_history_category_adjustment
"bauchou, zach",sg_app,0.11620923139613688,1.5971065933179094,0.14123244949795558,-0.5118492895256184,60,41.685170770769425,player_ema,0.0,1.0,0.0,0.0,0.0
"bauchou, zach",sg_arg,-0.0006958608075423103,0.9827957275280612,-0.17612108994760864,1.8492023012930678,60,41.685170770769425,player_ema,-0.0,1.0,0.0,0.0,0.0
"bauchou, zach",sg_ott,0.002208538572326741,0.8063071893967821,-0.8527271177347115,1.590244687869939,60,41.685170770769425,player_ema,-0.0,1.0,0.0,0.0,0.0
"bauchou, zach",sg_putt,0.21042665707963965,1.8762585805127678,-0.1634790626687132,-0.40590892390960187,60,41.685170770769425,player_ema,0.0,1.0,0.0,0.0,0.0
"bezuidenhout, christiaan",sg_app,0.4116944980732823,1.402328845602382,0.2172250794142772,-0.3477882252741824,439,49.999997640761705,player_ema,0.0,1.0,-2.245429454126453,-0.0,0.0029423083647384094
"bezuidenhout, christiaan",sg_arg,0.14833334791234895,0.7301640952908134,0.7452770912215366,0.6886169446795121,439,49.999997640761705,player_ema,0.0,1.0,0.4815147024755308,0.0,0.0029423083647384094
"bezuidenhout, christiaan",sg_ott,-0.3320370225877398,0.9469916016981681,-0.5513990577580135,-0.46687991959040653,439,49.999997640761705,player_ema,-0.0,1.0,-0.4707693383581455,-0.011769233458953638,-0.008826925094215229
"bezuidenhout, christiaan",sg_putt,0.302152475789372,1.438056372882429,0.05707583134317947,-0.014942537182810245,439,49.999997640761705,player_ema,0.0,1.0,-0.9641024806796435,-0.0,0.0029423083647384094
"bhatia, akshay",sg_app,0.32054521237758615,1.654234619593262,-0.07146030910027582,0.5403680466328882,310,49.999588823360554,player_ema,0.0,1.0,6.978103320349554,0.0,-0.007319199206056965
"bhatia, akshay",sg_arg,0.20916555191642688,1.216070913090818,0.45353965844860544,0.27380477723971275,310,49.999588823360554,player_ema,-0.0,1.0,-2.001679268349756,-0.0,-0.007319199206056965
"bhatia, akshay",sg_ott,-0.03855430442444968,0.9469837178956858,-0.9597073068626625,1.5707859951447363,310,49.999588823360554,player_ema,-0.0,1.0,1.1710718729691143,0.02927679682422786,0.021957597618170895
"bhatia, akshay",sg_putt,0.683442221474149,1.5286432701274133,0.10784374868429927,0.008149713894505695,310,49.999588823360554,player_ema,0.0,1.0,-1.4491633924963754,-0.0,-0.007319199206056965
