,sg_ott,sg_app,sg_arg,sg_putt
sg_ott,1.0,0.0335336205188097,0.004414301160650387,-0.005489953575112233
sg_app,0.0335336205188097,1.0,-0.006519618176662205,0.005762777164303178
sg_arg,0.004414301160650387,-0.006519618176662205,1.0,0.00010301368648074416
sg_putt,-0.005489953575112233,0.005762777164303178,0.00010301368648074416,1.0
