player_name,pred_base,boost,override,override_adj,dg_pred,dg_adj,sheet_boost,max,max_50,lt_form,int_form,sg_6m,sma_6m,skill,sg_adj,putting,driving,majors,links,age,dsle_,c_adj,exp,c_hist,pred,decomp_residual,std_dev,sample
"molinari, francesco",-0.11,0.0,,0.0,0.12,0.12,0.0,0.04,,0.0,-0.06,,-0.01,-0.19,0.04,0.0,0.06,0.01,0.1,-0.15,0.08,-0.01,-0.02,0.0,0.0,0.0,3.09,31.0
"morikawa, collin",1.5,0.0,,0.0,1.4,0.0,0.0,,0.42,-0.04,,0.16,-0.04,0.74,0.25,-0.01,0.06,0.08,-0.02,0.04,-0.09,-0.01,-0.04,0.0,1.5,0.0,2.73,47.0
"nagano, ryutaro",-1.12,0.0,,0.0,-1.12,0.0,0.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,-0.04,0.0,-1.12,0.0,2.6,0.0
"nakajima, keita",0.29,0.0,,0.0,0.11,-0.09,0.0,0.01,,-0.01,0.01,,0.01,0.11,0.28,-0.02,0.01,-0.04,-0.17,0.06,0.08,-0.01,-0.04,0.0,0.2,0.0,2.61,37.0
"neergaard-petersen, rasmus",0.28,0.0,,0.0,0.25,-0.01,0.0,0.02,,-0.0,0.04,,-0.0,0.1,-0.0,-0.01,0.06,0.01,-0.02,0.05,0.08,-0.0,-0.04,0.0,0.26,0.0,2.4,59.0
"nicholas, james",-0.82,0.0,,0.0,-1.38,-0.28,0.0,-0.01,,0.0,-0.12,,-0.02,-0.31,-0.18,-0.02,-0.05,0.0,0.0,0.03,-0.11,0.0,-0.04,0.0,-1.1,0.0,3.04,42.0
"niemann, joaquin",1.09,0.0,,0.0,1.07,0.0,0.0,,0.32,-0.03,,0.11,-0.02,0.7,0.15,-0.02,0.1,-0.04,-0.18,0.05,-0.0,-0.02,-0.04,0.0,1.09,0.0,2.43,55.0
"noren, alex",0.81,0.0,,0.0,0.96,0.04,0.0,,0.25,-0.03,,0.13,-0.02,0.46,-0.06,-0.03,0.0,0.03,0.2,-0.18,0.06,0.01,-0.02,0.0,0.85,0.0,2.44,60.0
"norris, shaun",-0.13,0.0,,0.0,-0.35,-0.11,0.0,0.02,,0.01,-0.01,,0.0,0.04,0.09,-0.04,-0.01,-0.01,-0.13,-0.16,0.08,0.01,-0.01,0.0,-0.24,0.0,2.95,31.0
"novak, andrew",0.17,0.0,,0.0,0.34,0.08,0.0,0.02,,-0.01,0.07,,0.01,0.13,-0.06,0.02,0.05,-0.02,-0.1,0.02,0.08,-0.0,-0.04,0.0,0.25,0.0,2.67,68.0
"parry, john",-0.02,0.0,,0.0,0.36,0.19,0.0,0.02,,-0.0,0.01,,0.0,-0.03,-0.07,0.02,-0.07,0.03,0.13,-0.08,0.06,-0.01,-0.04,0.0,0.17,0.0,2.53,59.0
"penge, marco",0.21,0.0,,0.0,0.03,-0.09,0.0,0.02,,0.0,0.03,,-0.01,-0.02,-0.01,0.0,0.04,-0.01,0.11,0.04,0.06,-0.0,-0.04,0.0,0.12,0.0,2.96,41.0
"perez, victor",0.79,0.0,,0.0,0.84,0.01,0.0,0.03,,-0.01,0.07,,0.02,0.2,0.28,-0.01,0.0,0.0,0.17,-0.01,0.08,-0.0,-0.04,0.0,0.8,0.0,2.56,53.0
"plunkett, marcus",-2.28,0.0,,0.0,-2.28,0.0,0.0,-0.04,,0.04,-0.34,,-0.09,-0.96,-0.26,0.04,-0.21,0.0,0.0,0.03,-0.27,0.0,-0.04,0.0,-2.28,0.0,2.95,0.0
"poston, j.t.",0.69,0.0,,0.0,0.57,-0.03,0.0,,0.22,-0.01,,0.08,-0.01,0.44,-0.0,-0.03,0.04,-0.02,0.03,-0.01,-0.0,-0.0,-0.04,0.0,0.66,0.0,3.04,61.0
"potgieter, aldrich",0.24,0.0,,0.0,-0.43,-0.34,0.0,0.01,,-0.0,0.02,,-0.0,0.08,0.06,-0.01,0.07,-0.02,-0.06,0.08,0.06,-0.01,-0.04,0.0,-0.1,0.0,3.16,50.0
"puig, david",0.74,0.0,,0.0,0.27,-0.12,0.0,,0.18,-0.01,,0.11,-0.01,0.42,0.02,-0.02,0.06,-0.02,-0.07,0.07,0.06,-0.01,-0.04,0.0,0.62,0.0,2.63,63.0
"pulcini, mateo",-2.65,0.0,,0.0,-2.65,0.0,0.0,,,,,,,,,,,0.0,0.0,,0.0,0.01,-0.04,0.0,-2.65,0.0,2.3,0.0
"rahm, jon",2.09,0.0,,0.0,1.85,0.0,0.0,,0.49,-0.06,,0.25,-0.04,1.08,0.11,0.0,0.14,0.01,0.03,0.01,0.09,-0.02,-0.02,0.0,2.09,0.0,2.48,51.0
"rai, aaron",1.01,0.0,,0.0,1.33,0.0,0.0,,0.21,-0.02,,0.08,-0.01,0.57,0.07,-0.01,0.07,0.05,-0.03,0.02,0.06,-0.01,-0.04,0.0,1.01,0.0,3.03,49.0
"reed, patrick",1.01,0.0,,0.0,1.17,0.0,0.0,,0.32,-0.03,,0.11,-0.02,0.43,0.09,-0.01,0.0,0.12,-0.02,-0.04,0.09,-0.0,-0.03,0.0,1.01,0.0,2.3,45.0
"reitan, kristoffer",0.86,0.0,,0.0,0.75,-0.03,0.0,,0.12,-0.03,,0.06,-0.01,0.42,0.02,-0.0,0.11,0.0,0.11,0.05,0.06,-0.01,-0.04,0.0,0.83,0.0,3.2,59.0
"rose, justin",1.29,0.0,,0.0,1.35,0.0,0.0,,0.46,-0.04,,0.13,-0.03,0.61,0.12,-0.01,0.04,0.17,0.18,-0.23,-0.09,-0.01,-0.02,0.0,1.29,0.0,2.87,50.0
"rozner, antoine",0.16,0.0,,0.0,-0.19,-0.17,0.0,0.02,,0.0,-0.02,,-0.01,-0.09,-0.08,0.02,0.17,0.01,0.11,-0.0,0.06,-0.01,-0.04,0.0,-0.01,0.0,2.3,49.0
"ruiter, nevill",-2.37,0.0,,0.0,-2.37,0.0,0.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,-0.04,0.0,-2.37,0.0,2.98,0.0
"saddier, adrien",-0.31,0.0,,0.0,-0.22,0.05,0.0,0.01,,0.01,-0.07,,-0.04,-0.16,-0.08,0.01,0.01,-0.01,-0.03,-0.01,0.08,0.0,-0.04,0.0,-0.27,0.0,2.41,45.0
