player_name,pred_base,boost,override,override_adj,dg_pred,dg_adj,sheet_boost,max,max_50,lt_form,int_form,sg_6m,sma_6m,skill,sg_adj,putting,driving,majors,links,skill_v2_delta,age,dsle_,c_adj,exp,c_hist,pred,std_dev,sample
"salinda, isaiah",-0.65,0.0,,0.0,-0.71,-0.03,0.0,-0.01,,-0.0,-0.18,,-0.02,-0.28,-0.12,0.04,0.04,-0.0,0.0,0.0,-0.01,-0.07,-0.02,-0.02,0.0,-0.68,2.7,7.0
"sargent, gordon",-0.77,0.0,,0.0,-0.79,-0.01,0.0,0.02,,-0.0,-0.3,,-0.01,-0.35,-0.04,-0.0,0.03,0.0,0.0,0.0,-0.02,-0.07,-0.0,-0.02,0.0,-0.78,3.2,31.0
"schenk, adam",-1.21,0.0,,0.0,-1.12,0.05,0.0,-0.02,,-0.0,-0.29,,-0.03,-0.48,-0.19,0.01,-0.05,-0.0,-0.0,0.0,-0.06,-0.07,-0.02,-0.02,0.0,-1.17,3.11,36.0
"shipley, neal",-0.18,0.0,,0.0,-0.21,-0.01,0.0,-0.01,,-0.0,-0.06,,-0.01,-0.08,-0.05,0.03,0.08,-0.0,0.0,0.0,0.01,-0.07,-0.01,-0.02,0.0,-0.19,2.3,41.0
"silverman, ben",-0.58,0.0,,0.0,-0.67,-0.05,0.0,-0.01,,-0.0,-0.1,,-0.01,-0.17,-0.07,-0.01,-0.02,0.0,0.0,0.0,-0.11,-0.07,0.0,-0.02,0.0,-0.63,2.3,37.0
"simpson, webb",-0.49,0.0,,0.0,-0.56,-0.04,0.0,-0.04,,-0.0,-0.04,,-0.0,-0.1,-0.02,-0.02,-0.02,0.0,0.0,0.0,-0.14,-0.07,-0.01,-0.02,0.0,-0.53,2.7,20.0
"skinns, david",-0.53,0.0,,0.0,-0.45,0.04,0.0,-0.0,,-0.0,-0.09,,0.0,-0.16,0.0,0.01,-0.02,0.0,0.0,0.0,-0.19,-0.07,-0.0,-0.02,0.0,-0.49,2.57,34.0
"smotherman, austin",-0.47,0.0,,0.0,-0.33,0.07,0.0,-0.01,,-0.0,-0.02,,-0.0,-0.13,-0.22,0.05,-0.01,-0.0,0.0,0.0,-0.04,-0.07,-0.01,-0.02,0.0,-0.4,3.03,43.0
"springer, hayden",0.11,0.0,,0.0,-0.12,-0.11,0.0,-0.01,,-0.0,-0.1,,-0.0,-0.08,0.16,-0.02,-0.05,0.0,0.0,0.0,-0.01,0.26,-0.02,-0.02,0.0,-0.01,2.68,45.0
"stanger, jimmy",-0.98,0.0,,0.0,-0.85,0.07,0.0,-0.0,,-0.0,-0.2,,-0.01,-0.45,-0.21,0.0,0.03,-0.0,0.0,0.0,-0.03,-0.07,-0.02,-0.02,0.0,-0.91,2.31,38.0
"streelman, kevin",-0.61,0.0,,0.0,-0.69,-0.04,0.0,-0.02,,-0.0,-0.12,,-0.0,-0.17,0.01,0.01,0.02,0.0,-0.0,0.0,-0.24,-0.07,0.0,-0.02,0.0,-0.65,2.34,33.0
"suber, jackson",0.28,0.0,,0.0,0.46,0.09,0.0,-0.01,,0.0,0.11,,0.01,0.13,0.1,0.0,0.01,0.0,0.0,0.0,0.01,-0.07,0.01,-0.02,0.0,0.37,2.87,49.0
"svensson, adam",-1.19,0.0,,0.0,-0.96,0.12,0.0,-0.02,,-0.0,-0.2,,-0.02,-0.44,-0.31,0.0,-0.07,-0.0,0.0,0.0,-0.04,-0.07,-0.01,-0.02,0.0,-1.08,2.44,39.0
"svensson, jesper",-0.25,0.0,,0.0,-0.25,0.0,0.0,-0.01,,-0.0,-0.01,,-0.01,-0.17,-0.23,0.02,0.05,-0.0,0.0,0.0,-0.02,0.16,-0.02,-0.02,0.0,-0.25,3.2,41.0
"taylor, nick",0.31,0.0,,0.0,0.39,0.04,0.0,,0.13,-0.04,,0.18,-0.02,0.29,0.01,-0.02,-0.05,-0.0,0.0,0.0,-0.09,-0.04,0.02,-0.05,0.0,0.35,2.76,61.0
"thompson, davis",0.75,0.0,,0.0,0.76,0.0,0.0,,0.13,-0.04,,0.1,-0.02,0.41,0.14,0.01,0.11,-0.0,-0.0,0.0,0.04,-0.05,-0.0,-0.05,0.0,0.76,2.54,45.0
"thompson, michael",-1.11,0.0,,0.0,-1.51,-0.2,0.0,-0.02,,-0.0,-0.14,,-0.03,-0.43,-0.29,-0.0,0.0,0.0,0.0,0.0,-0.14,-0.07,0.02,-0.02,0.0,-1.31,2.7,17.0
"todd, brendon",-2.37,0.0,,0.0,-2.33,0.02,0.0,-0.02,,-0.01,-0.53,,-0.04,-1.02,-0.46,0.0,-0.08,-0.0,0.0,0.0,-0.14,-0.07,0.01,-0.02,0.0,-2.35,2.7,19.0
"tosti, alejandro",-1.38,0.0,,0.0,-1.24,0.07,0.0,-0.02,,-0.0,-0.29,,-0.03,-0.64,-0.34,0.05,0.02,-0.0,0.0,0.0,-0.02,-0.07,-0.02,-0.02,0.0,-1.31,2.89,37.0
"valdes, brendan",-0.94,0.0,,0.0,-1.47,-0.27,0.0,-0.0,,-0.0,-0.16,,-0.01,-0.38,-0.28,-0.01,0.03,0.0,0.0,0.0,-0.01,-0.07,0.0,-0.02,0.0,-1.2,2.89,0.0
"van rooyen, erik",-0.2,0.0,,0.0,-0.3,-0.05,0.0,-0.02,,-0.0,-0.04,,-0.0,-0.09,-0.12,-0.02,-0.04,-0.0,0.0,0.0,-0.08,0.24,-0.01,-0.02,0.0,-0.25,2.67,51.0
"vanderlaan, john",-0.79,0.0,,0.0,-0.72,0.03,0.0,-0.01,,-0.0,-0.22,,-0.02,-0.29,-0.18,0.02,0.02,0.0,0.0,0.0,-0.02,-0.07,-0.0,-0.02,0.0,-0.76,2.74,37.0
"ventura, kristoffer",0.21,0.0,,0.0,0.33,0.06,0.0,-0.01,,0.0,0.02,,-0.0,0.13,0.11,0.01,0.08,0.0,0.0,0.0,-0.03,-0.07,-0.0,-0.02,0.0,0.27,2.45,37.0
"vilips, karl",-0.47,0.0,,0.0,-0.3,0.08,0.0,-0.02,,-0.0,-0.1,,-0.01,-0.12,-0.11,0.02,-0.03,-0.0,-0.0,0.0,0.02,-0.07,-0.02,-0.02,0.0,-0.38,3.02,41.0
"villegas, camilo",-1.27,0.0,,0.0,-1.31,-0.02,0.0,-0.0,,-0.0,-0.25,,-0.02,-0.44,-0.18,-0.01,-0.08,-0.0,0.0,0.0,-0.19,-0.07,-0.01,-0.02,0.0,-1.29,2.3,37.0
"walker, danny",-1.23,0.0,,0.0,-1.02,0.11,0.0,-0.0,,-0.0,-0.33,,-0.02,-0.61,-0.16,0.03,0.0,0.0,0.0,0.0,-0.02,-0.07,-0.02,-0.02,0.0,-1.12,3.2,39.0
"watts, tyler",-2.05,0.0,,0.0,-0.11,1.95,0.0,,,,,,,,,,,0.0,0.0,-2.05,,0.0,0.0,0.0,0.0,-0.11,2.3,0.0
"whaley, vince",-0.96,0.0,,0.0,-0.84,0.06,0.0,-0.01,,-0.0,-0.14,,-0.02,-0.29,-0.26,-0.01,-0.1,0.0,0.0,0.0,-0.03,-0.06,-0.02,-0.02,0.0,-0.9,2.39,41.0
"wise, aaron",-0.76,0.0,,0.0,-0.82,-0.03,0.0,-0.03,,-0.0,-0.17,,-0.01,-0.26,-0.2,0.03,-0.02,0.0,0.0,0.0,-0.02,-0.07,0.01,-0.02,0.0,-0.79,3.2,24.0
"wu, dylan",-0.96,0.0,,0.0,-0.87,0.05,0.0,-0.01,,-0.0,-0.17,,-0.02,-0.31,-0.26,0.0,-0.08,-0.0,0.0,0.0,-0.02,-0.07,-0.01,-0.02,0.0,-0.91,2.34,39.0
"yribarren, phillip",-2.97,0.0,,0.0,-5.11,-1.07,0.0,,,,,,,,,,,0.0,0.0,-2.97,,0.0,0.0,0.0,0.0,-4.04,3.0,0.0
"yu, kevin",0.57,0.0,,0.0,0.52,-0.01,0.0,,0.1,-0.04,,0.06,-0.01,0.29,0.17,-0.01,0.08,-0.0,-0.0,0.0,0.03,-0.05,0.01,-0.05,0.0,0.56,2.31,47.0
