Player,Pred,69.5,70.5,71.5,72.5,73.5,74.5,75.5
"kim, si woo",1.69,171,101,-169,-291,-515,-969,-1894
"matsuyama, hideki",1.51,190,111,-153,-265,-472,-869,-1696
"scott, adam",1.46,194,114,-150,-258,-461,-843,-1649
"mcnealy, maverick",1.42,200,117,-146,-250,-439,-810,-1572
"young, cameron",1.42,199,116,-146,-251,-441,-812,-1580
"bradley, keegan",1.4,200,117,-145,-248,-438,-802,-1550
"stevens, samuel",1.3,211,124,-137,-235,-413,-757,-1501
"hojgaard, rasmus",1.18,224,131,-129,-221,-387,-711,-1354
"day, jason",1.15,229,134,-127,-218,-380,-688,-1312
"gotterup, chris",1.11,236,138,-123,-211,-369,-671,-1287
"knapp, jake",1.08,234,137,-124,-212,-373,-671,-1278
"rodgers, patrick",1.07,239,138,-122,-210,-365,-660,-1276
"english, harris",1.07,240,140,-121,-207,-359,-650,-1240
"clark, wyndham",1.06,240,141,-121,-207,-361,-657,-1259
"hojgaard, nicolai",1.01,246,144,-118,-201,-352,-638,-1212
"coody, pierceson",0.96,253,147,-115,-195,-338,-612,-1156
"gerard, ryan",0.95,260,152,-112,-191,-332,-601,-1139
"keefer, johnny",0.95,258,150,-114,-196,-339,-610,-1141
"meissner, mac",0.88,262,153,-110,-187,-324,-588,-1111
"neergaard-petersen, rasmus",0.83,269,157,-108,-183,-320,-575,-1074
"mccarty, matt",0.81,274,158,-107,-182,-315,-567,-1065
"thorbjornsen, michael",0.77,281,164,-104,-178,-309,-549,-1028
"mitchell, keith",0.74,292,169,-101,-174,-299,-537,-1006
"thompson, davis",0.66,301,174,102,-166,-286,-511,-958
"ghim, doug",0.66,300,174,102,-167,-289,-515,-960
"mccarthy, denny",0.65,303,176,103,-166,-285,-512,-957
"bezuidenhout, christiaan",0.6,310,180,105,-162,-279,-492,-916
"hoey, rico",0.54,323,187,109,-157,-269,-477,-891
"eckroat, austin",0.53,323,186,109,-156,-267,-472,-882
"theegala, sahith",0.48,326,189,111,-152,-261,-460,-858
"ventura, kristoffer",0.48,332,191,113,-150,-258,-456,-845
"castillo, ricky",0.47,338,193,113,-149,-256,-453,-831
"rose, justin",0.47,337,193,112,-150,-259,-462,-854
"kim, s.h.",0.44,341,196,114,-148,-255,-450,-833
"parry, john",0.42,346,199,116,-147,-250,-442,-815
"li, haotong",0.37,354,202,119,-142,-244,-431,-791
"hoge, tom",0.37,358,204,120,-141,-243,-430,-789
"nakajima, keita",0.35,359,205,121,-141,-242,-423,-774
"novak, andrew",0.35,355,203,120,-142,-243,-428,-786
"mcgreevy, max",0.35,355,204,120,-140,-241,-425,-773
"reitan, kristoffer",0.3,370,210,123,-138,-236,-414,-749
"yellamaraju, sudarshan",0.29,377,215,125,-136,-234,-409,-755
"suber, jackson",0.28,373,214,126,-136,-231,-406,-742
"dou, zecheng",0.26,379,216,127,-134,-229,-403,-747
"koepka, brooks",0.21,388,221,131,-131,-224,-391,-708
"hughes, mackenzie",0.2,391,224,132,-129,-222,-391,-709
"finau, tony",0.12,414,236,138,-124,-213,-373,-682
"moore, taylor",0.09,421,240,140,-122,-207,-359,-652
"ryder, sam",0.05,424,240,140,-121,-206,-362,-651
"cole, eric",0.02,440,249,144,-118,-200,-354,-640
"grillo, emiliano",-0.0,443,250,147,-117,-198,-346,-628
"brown, dan",-0.02,441,252,147,-116,-199,-348,-625
"bauchou, zach",-0.02,444,252,147,-115,-196,-342,-613
"power, seamus",-0.08,453,258,151,-113,-195,-337,-605
"kim, tom",-0.08,461,260,151,-113,-193,-336,-601
"schmid, matthias",-0.09,457,261,152,-111,-189,-332,-595
"vilips, karl",-0.1,466,263,152,-112,-190,-330,-598
"salinda, isaiah",-0.11,469,263,154,-110,-188,-326,-586
"jaeger, stephan",-0.21,493,276,162,-105,-178,-309,-551
"walker, danny",-0.26,514,288,168,-101,-173,-299,-532
"pavon, matthieu",-0.3,525,296,171,101,-168,-292,-518
"dahmen, joel",-0.32,537,299,173,101,-168,-290,-520
"hubbard, mark",-0.38,547,306,176,104,-163,-281,-496
"hisatsune, ryo",-0.39,557,311,180,106,-161,-277,-495
"vanderlaan, john",-0.46,577,321,185,108,-157,-269,-474
"gonzalez, emilio",-0.48,586,326,188,110,-155,-267,-474
